"d1","d2","d3","d4","d5","d6","d7","d8","d9","d19","d11","d12","d13","d14","d15","d16","d17","d18","d19.1","d20","d21","d22","class"
2,49,38950,2231,150,3600,340,205,9.8,6.6,174,1570,4765,1810,1480,2700,570,543,1600,0,60,355,2
2,49,32350,2231,177,3600,400,220,8.8,6,159,1550,4765,1810,1480,2700,590,543,1800,0,60,355,2
1,49,26600,1998,152,6000,194,185,10.6,8.6,202,1540,4395,1815,1685,2560,530,450,2000,100,60,135,6
1,49,28000,1998,152,6000,194,175,12.2,9,212,1580,4395,1815,1685,2560,530,450,1500,100,60,135,6
1,49,29200,1998,152,6000,194,185,10.6,8.6,202,1540,4395,1815,1685,2560,530,450,2000,100,60,135,6
1,49,30600,1998,152,6000,194,175,12.2,9,212,1580,4395,1815,1685,2560,530,450,1500,100,60,135,6
1,49,32400,1998,152,6000,194,185,10.6,8.6,202,1540,4395,1815,1685,2560,530,450,2000,100,60,135,6
1,49,33800,1998,152,6000,194,175,12.2,9,212,1580,4395,1815,1685,2560,530,450,1500,100,60,135,6
2,49,28600,2231,136,3600,310,180,10.5,6.6,175,1665,4395,1815,1685,2560,525,450,2000,100,60,355,6
2,49,31200,2231,136,3600,310,180,10.5,6.6,175,1665,4395,1815,1685,2560,525,450,2000,100,60,355,6
2,49,33200,2231,177,3600,400,200,9.3,7,185,1670,4395,1855,1685,2560,520,450,2000,100,60,355,6
2,49,36400,2231,177,3600,400,200,9.3,7,185,1670,4315,1855,1685,2560,520,450,2000,100,60,355,6
2,49,35450,2982,173,3400,410,175,11.5,9.1,240,1925,4365,1790,1850,2455,675,403,2800,80,87,499,6
2,49,42750,2982,173,3400,410,175,11.5,9.1,240,1925,4405,1875,1865,2455,675,403,2800,80,87,499,6
2,49,44700,2982,173,3400,410,175,11.2,8.9,236,1935,4405,1875,1865,2455,665,403,2800,80,87,499,6
1,49,58200,3956,249,5200,380,180,9.1,12.4,291,1985,4850,1875,1865,2790,865,620,2800,80,87,270,6
2,49,37350,2982,173,3400,410,175,11.5,9.2,243,2025,4810,1790,1850,2790,825,620,2800,80,87,499,6
2,49,44650,2982,173,3400,410,175,11.5,9.2,243,2025,4850,1875,1865,2790,825,620,2800,80,87,499,6
2,49,46600,2982,173,3400,410,175,11.2,9,238,2075,4850,1875,1865,2790,775,620,2800,80,87,499,6
2,49,47650,2982,173,3400,410,175,11.5,9.2,243,2025,4850,1875,1865,2790,825,620,2800,80,87,499,6
2,49,49600,2982,173,3400,410,175,11.2,9,238,2075,4850,1875,1865,2790,775,620,2800,80,87,499,6
2,49,54350,2982,173,3400,410,175,11.5,9.2,243,2025,4850,1875,1865,2790,825,620,2800,80,87,499,6
2,49,56300,2982,173,3400,410,175,11.2,9,238,2075,4850,1875,1865,2790,775,620,2800,80,87,499,6
1,49,81100,4664,288,5400,445,200,9.2,14.4,340,2585,4950,1970,1865,2850,715,655,3500,200,93,317,6
2,49,71100,4461,286,3600,650,210,8.2,10.2,270,2655,4950,1970,1910,2850,645,655,3500,200,93,748,6
2,49,81100,4461,286,3600,650,210,8.2,10.2,270,2655,4950,1970,1865,2850,645,655,3500,200,93,748,6
2,49,25942,2494,95,3800,230,147,22.4,8.5,224,1850,4795,1800,1985,2985,750,944,2000,100,75,416,9
2,49,27251,2494,117,3600,294,152,18.6,8.5,224,1850,4795,1800,1985,2985,750,944,2000,100,75,416,9
2,49,29155,2494,117,3600,294,151,19.7,9.3,246,1850,4795,1800,1995,2985,1050,944,2000,100,75,416,9
2,49,29036,2494,117,3600,294,152,18.6,8.5,224,1890,4795,1800,1985,2985,710,884,2000,100,75,416,9
2,49,31535,2494,117,3600,294,151,19.7,9.3,246,1890,4795,1800,1995,2985,760,884,2000,100,75,416,9
2,49,28084,2494,117,3600,294,152,18.6,8.6,228,1920,5240,1800,1980,3430,730,1728,2000,100,75,416,9
2,49,20587,2494,120,3600,325,165,13.5,7.4,197,1645,5255,1760,1680,3085,1085,0,1800,50,80,416,10
2,49,25347,2494,120,3600,325,155,15.2,8.2,217,1805,5255,1760,1795,3085,870,0,2250,50,80,416,10
2,49,28322,2494,120,3600,325,155,15.2,8.3,219,1815,5255,1835,1795,3085,870,0,2250,50,80,416,10
2,49,27013,2494,120,3600,325,155,15.2,8.3,219,1860,5255,1760,1810,3085,845,0,2250,50,80,416,10
2,49,30464,2494,120,3600,325,155,15.2,8.3,219,1865,5255,1835,1810,3085,845,0,2250,50,80,416,10
2,49,32487,2982,171,3600,343,170,12,8.3,219,1915,5255,1835,1810,3085,820,0,2250,50,80,499,10
2,49,34272,2982,171,3600,360,175,11.9,9.4,246,1920,5255,1835,1810,3085,820,0,2250,50,80,499,10
2,49,36533,2982,171,3600,343,170,12,8.3,219,1915,5255,1835,1810,3085,820,0,2250,50,80,499,10
2,49,38318,2982,171,3600,360,175,11.9,9.4,246,1920,5255,1835,1810,3085,820,0,2250,50,80,499,10
1,50,19100,1596,100,6000,150,185,11.8,7,167,1279,4252,1782,1447,2640,421,278,1200,75,55,108,0
1,50,19900,1596,100,6000,150,185,11.8,7,167,1279,4252,1782,1447,2640,421,278,1200,75,55,108,0
1,50,20450,1596,100,6000,150,185,11.8,7,167,1279,4252,1782,1447,2640,421,278,1200,75,55,108,0
1,50,21800,1596,100,6000,150,185,11.8,7,167,1279,4252,1782,1447,2640,421,278,1200,75,55,108,0
1,50,25000,1596,100,6000,150,185,11.8,7,167,1279,4252,1782,1447,2640,421,278,1200,75,55,108,0
1,50,20650,1798,125,6000,165,200,10.8,7.3,174,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,21450,1798,125,6000,165,200,10.8,7.3,174,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,22000,1798,125,6000,165,200,10.8,7.3,174,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,23350,1798,125,6000,165,200,10.8,7.3,174,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,26550,1798,125,6000,165,200,10.8,7.3,174,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,22400,1999,145,6000,185,210,9.4,7.4,177,1327,4252,1782,1447,2640,423,278,1350,75,55,135,0
1,50,23750,1999,145,6000,185,210,9.4,7.4,177,1327,4252,1782,1447,2640,423,278,1350,75,55,135,0
1,50,25100,1999,145,6000,185,210,9.4,7.4,177,1327,4252,1782,1447,2640,423,278,1350,75,55,135,0
1,50,28300,1999,145,6000,185,210,9.4,7.4,177,1327,4252,1782,1447,2640,423,278,1350,75,55,135,0
1,50,24000,2435,170,6000,230,220,8.1,8.4,200,1406,4252,1782,1447,2640,434,278,1500,75,62,168,0
1,50,25740,2435,170,6000,230,215,8.8,9,214,1429,4252,1782,1447,2640,411,278,1500,75,62,168,0
1,50,25350,2435,170,6000,230,220,8.1,8.4,200,1406,4252,1782,1447,2640,434,278,1500,75,62,168,0
1,50,27090,2435,170,6000,230,215,8.8,9,214,1429,4252,1782,1447,2640,411,278,1500,75,62,168,0
1,50,26700,2435,170,6000,230,220,8.1,8.4,200,1406,4252,1782,1447,2640,434,278,1500,75,62,168,0
1,50,28440,2435,170,6000,230,215,8.8,9,214,1429,4252,1782,1447,2640,411,278,1500,75,62,168,0
1,50,29900,2435,170,6000,230,220,8.1,8.4,200,1406,4252,1782,1447,2640,434,278,1500,75,62,168,0
1,50,31640,2435,170,6000,230,215,8.8,9,214,1429,4252,1782,1447,2640,411,278,1500,75,62,168,0
1,50,29250,2521,230,5000,320,240,6.7,8.7,208,1422,4252,1782,1447,2640,438,278,1500,75,62,175,0
1,50,30990,2521,230,5000,320,235,7.1,9.4,224,1437,4252,1782,1447,2640,423,278,1500,75,62,175,0
1,50,30600,2521,230,5000,320,240,6.7,8.7,208,1422,4252,1782,1447,2640,438,278,1500,75,62,175,0
1,50,32340,2521,230,5000,320,235,7.1,9.4,224,1437,4252,1782,1447,2640,423,278,1500,75,62,175,0
1,50,33800,2521,230,5000,320,240,6.7,8.7,208,1422,4252,1782,1447,2640,438,278,1500,75,62,175,0
1,50,35540,2521,230,5000,320,235,7.1,9.4,224,1437,4252,1782,1447,2640,423,278,1500,75,62,175,0
2,50,21500,1560,109,4000,240,190,11.3,4.9,129,1373,4252,1782,1447,2640,407,278,1300,75,52,247,0
2,50,22300,1560,109,4000,240,190,11.3,4.9,129,1373,4252,1782,1447,2640,407,278,1300,75,52,247,0
2,50,22850,1560,109,4000,240,190,11.3,4.9,129,1373,4252,1782,1447,2640,407,278,1300,75,52,247,0
2,50,24200,1560,109,4000,240,190,11.3,4.9,129,1373,4252,1782,1447,2640,407,278,1300,75,52,247,0
2,50,27400,1560,109,4000,240,190,11.3,4.9,129,1373,4252,1782,1447,2640,407,278,1300,75,52,247,0
2,50,21950,1560,109,4000,240,190,11.3,4.4,115,1373,4252,1782,1437,2640,407,278,0,75,52,247,0
2,50,23300,1560,109,4000,240,190,11.3,4.4,115,1373,4252,1782,1437,2640,407,278,0,75,52,247,0
2,50,24650,1560,109,4000,240,190,11.3,4.4,115,1373,4252,1782,1437,2640,407,278,0,75,52,247,0
2,50,27850,1560,109,4000,240,190,11.3,4.4,115,1373,4252,1782,1437,2640,407,278,0,75,52,247,0
2,50,23600,1998,136,4000,320,205,9.4,5.7,151,1421,4252,1782,1447,2640,419,278,1500,75,52,308,0
2,50,25550,1998,136,4000,320,205,9.5,5.9,156,1437,4252,1782,1447,2640,403,278,1500,75,52,308,0
2,50,24400,1998,136,4000,320,205,9.4,5.7,151,1421,4252,1782,1447,2640,419,278,1500,75,52,308,0
2,50,26350,1998,136,4000,320,205,9.5,5.9,156,1437,4252,1782,1447,2640,403,278,1500,75,52,308,0
2,50,24950,1998,136,4000,320,205,9.4,5.7,151,1421,4252,1782,1447,2640,419,278,1500,75,52,308,0
2,50,26900,1998,136,4000,320,205,9.5,5.9,156,1437,4252,1782,1447,2640,403,278,1500,75,52,308,0
2,50,26300,1998,136,4000,320,205,9.4,5.7,151,1421,4252,1782,1447,2640,419,278,1500,75,52,308,0
2,50,28250,1998,136,4000,320,205,9.5,5.9,156,1437,4252,1782,1447,2640,403,278,1500,75,52,308,0
2,50,29500,1998,136,4000,320,205,9.4,5.7,151,1421,4252,1782,1447,2640,419,278,1500,75,52,308,0
2,50,31450,1998,136,4000,320,205,9.5,5.9,156,1437,4252,1782,1447,2640,403,278,1500,75,52,308,0
2,50,26150,2400,180,4000,400,225,7.7,6.2,164,1465,4252,1782,1447,2640,435,278,1500,75,60,370,0
2,50,27890,2400,180,4000,350,220,8.4,6.9,182,1480,4252,1782,1447,2640,420,278,1500,75,60,370,0
2,50,27500,2400,180,4000,400,225,7.7,6.2,164,1465,4252,1782,1447,2640,435,278,1500,75,60,370,0
2,50,29240,2400,180,4000,350,220,8.4,6.9,182,1480,4252,1782,1447,2640,420,278,1500,75,60,370,0
2,50,28850,2400,180,4000,400,225,7.7,6.2,164,1465,4252,1782,1447,2640,435,278,1500,75,60,370,0
2,50,30590,2400,180,4000,350,220,8.4,6.9,182,1480,4252,1782,1447,2640,420,278,1500,75,60,370,0
2,50,32050,2400,180,4000,400,225,7.7,6.2,164,1465,4252,1782,1447,2640,435,278,1500,75,60,370,0
2,50,33790,2400,180,4000,350,220,8.4,6.9,182,1480,4252,1782,1447,2640,420,278,1500,75,60,370,0
1,50,21050,1798,125,6000,165,200,10.8,9.5,0,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,21850,1798,125,6000,165,200,10.8,9.5,0,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,22400,1798,125,6000,165,200,10.8,9.5,0,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,23750,1798,125,6000,165,200,10.8,9.5,0,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,26950,1798,125,6000,165,200,10.8,9.5,0,1327,4252,1782,1447,2640,423,278,1300,75,55,121,0
1,50,21450,1596,100,6000,150,185,11.9,7.2,171,1324,4476,1770,1454,2640,476,404,1200,75,55,108,1
1,50,22750,1596,100,6000,150,185,11.9,7.2,171,1324,4476,1770,1454,2640,476,404,1200,75,55,108,1
1,50,24300,1596,100,6000,150,185,11.9,7.2,171,1324,4476,1770,1454,2640,476,404,1200,75,55,108,1
1,50,27550,1596,100,6000,150,185,11.9,7.2,171,1324,4476,1770,1454,2640,476,404,1200,75,55,108,1
1,50,23060,1798,125,6000,165,200,10.9,7.3,174,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,24360,1798,125,6000,165,200,10.9,7.3,174,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,25910,1798,125,6000,165,200,10.9,7.3,174,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,29160,1798,125,6000,165,200,10.9,7.3,174,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,26570,2435,140,5000,220,200,10.6,9.1,217,1464,4476,1770,1454,2640,476,404,1500,75,62,168,1
1,50,27870,2435,140,5000,220,200,10.6,9.1,217,1464,4476,1770,1454,2640,476,404,1500,75,62,168,1
1,50,29420,2435,140,5000,220,200,10.6,9.1,217,1464,4476,1770,1454,2640,476,404,1500,75,62,168,1
1,50,32670,2435,140,5000,220,200,10.6,9.1,217,1464,4476,1770,1454,2640,476,404,1500,75,62,168,1
1,50,24820,1999,145,6000,185,210,9.5,7.4,177,1369,4476,1770,1454,2640,481,404,1350,75,55,135,1
1,50,26120,1999,145,6000,185,210,9.5,7.4,177,1369,4476,1770,1454,2640,481,404,1350,75,55,135,1
1,50,27670,1999,145,6000,185,210,9.5,7.4,177,1369,4476,1770,1454,2640,481,404,1350,75,55,135,1
1,50,30920,1999,145,6000,185,210,9.5,7.4,177,1369,4476,1770,1454,2640,481,404,1350,75,55,135,1
1,50,26420,2435,170,6000,230,220,8.2,8.7,203,1444,4476,1770,1454,2640,496,404,1500,75,62,168,1
1,50,28160,2435,170,6000,230,215,8.9,9.1,217,1467,4476,1770,1454,2640,473,404,1500,75,62,168,1
1,50,27720,2435,170,6000,230,220,8.2,8.7,203,1444,4476,1770,1454,2640,496,404,1500,75,62,168,1
1,50,29460,2435,170,6000,230,215,8.9,9.1,217,1467,4476,1770,1454,2640,473,404,1500,75,62,168,1
1,50,29270,2435,170,6000,230,220,8.2,8.7,203,1444,4476,1770,1454,2640,496,404,1500,75,62,168,1
1,50,31010,2435,170,6000,230,215,8.9,9.1,217,1467,4476,1770,1454,2640,473,404,1500,75,62,168,1
1,50,32520,2435,170,6000,230,220,8.2,8.7,203,1444,4476,1770,1454,2640,496,404,1500,75,62,168,1
1,50,34260,2435,170,6000,230,215,8.9,9.1,217,1467,4476,1770,1454,2640,473,404,1500,75,62,168,1
1,50,31700,2521,230,5000,320,240,6.8,8.7,208,1464,4476,1770,1454,2640,496,404,1500,75,62,175,1
1,50,33440,2521,230,5000,320,235,7.2,9.4,224,1478,4476,1770,1454,2640,482,404,1500,75,62,175,1
1,50,32790,2521,230,5000,320,240,6.8,8.7,208,1464,4476,1770,1454,2640,496,404,1500,75,62,175,1
1,50,34530,2521,230,5000,320,235,7.2,9.4,224,1478,4476,1770,1454,2640,482,404,1500,75,62,175,1
1,50,36040,2521,230,5000,320,240,6.8,8.7,208,1464,4476,1770,1454,2640,496,404,1500,75,62,175,1
1,50,37780,2521,230,5000,320,235,7.2,9.4,224,1478,4476,1770,1454,2640,482,404,1500,75,62,175,1
1,50,34300,2521,230,5000,320,230,7.1,9.6,229,1545,4476,1770,1454,2640,475,404,1500,75,58,175,1
1,50,36040,2521,230,5000,320,225,7.5,10.1,241,1561,4476,1770,1454,2640,459,404,1500,75,58,175,1
1,50,35390,2521,230,5000,320,230,7.1,9.6,229,1545,4476,1770,1454,2640,475,404,1500,75,58,175,1
1,50,37130,2521,230,5000,320,225,7.5,10.1,241,1561,4476,1770,1454,2640,459,404,1500,75,58,175,1
1,50,38640,2521,230,5000,320,230,7.1,9.6,229,1545,4476,1770,1454,2640,475,404,1500,75,58,175,1
1,50,40380,2521,230,5000,320,225,7.5,10.1,241,1561,4476,1770,1454,2640,459,404,1500,75,58,175,1
2,50,23360,1560,109,4000,240,190,11.4,4.9,129,1388,4476,1770,1454,2640,492,404,1300,75,52,247,1
2,50,24660,1560,109,4000,240,190,11.4,4.9,129,1388,4476,1770,1454,2640,492,404,1300,75,52,247,1
2,50,26210,1560,109,4000,240,190,11.4,4.9,129,1388,4476,1770,1454,2640,492,404,1300,75,52,247,1
2,50,29460,1560,109,4000,240,190,11.4,4.9,129,1388,4476,1770,1454,2640,492,404,1300,75,52,247,1
2,50,23810,1560,109,4000,240,190,11.4,4.5,118,1388,4476,1770,1444,2640,492,404,800,75,52,247,1
2,50,25110,1560,109,4000,240,190,11.4,4.5,118,1388,4476,1770,1444,2640,492,404,800,75,52,247,1
2,50,26660,1560,109,4000,240,190,11.4,4.5,118,1388,4476,1770,1444,2640,492,404,800,75,52,247,1
2,50,29910,1560,109,4000,240,190,11.4,4.5,118,1388,4476,1770,1444,2640,492,404,800,75,52,247,1
2,50,26010,1998,136,4000,320,205,9.5,5.8,153,1458,4476,1770,1454,2640,482,404,1500,75,52,308,1
2,50,27960,1998,136,4000,320,205,9.6,6,159,1477,4476,1770,1454,2640,483,404,1500,75,52,308,1
2,50,27310,1998,136,4000,320,205,9.5,5.8,153,1458,4476,1770,1454,2640,482,404,1500,75,52,308,1
2,50,29260,1998,136,4000,320,205,9.6,6,159,1477,4476,1770,1454,2640,483,404,1500,75,52,308,1
2,50,28860,1998,136,4000,320,205,9.5,5.8,153,1458,4476,1770,1454,2640,482,404,1500,75,52,308,1
2,50,30810,1998,136,4000,320,205,9.6,6,159,1477,4476,1770,1454,2640,483,404,1500,75,52,308,1
2,50,32110,1998,136,4000,320,205,9.5,5.8,153,1458,4476,1770,1454,2640,482,404,1500,75,52,308,1
2,50,34060,1998,136,4000,320,205,9.6,6,159,1477,4476,1770,1454,2640,483,404,1500,75,52,308,1
2,50,28600,2400,180,4000,400,225,7.9,6.2,164,1503,4476,1770,1454,2640,517,404,1500,75,60,370,1
2,50,30340,2400,180,4000,350,220,8.5,7,184,1522,4476,1770,1454,2640,498,404,1500,75,60,370,1
2,50,29900,2400,180,4000,400,225,7.9,6.2,164,1503,4476,1770,1454,2640,517,404,1500,75,60,370,1
2,50,31640,2400,180,4000,350,220,8.5,7,184,1522,4476,1770,1454,2640,498,404,1500,75,60,370,1
2,50,31450,2400,180,4000,400,225,7.9,6.2,164,1503,4476,1770,1454,2640,517,404,1500,75,60,370,1
2,50,33190,2400,180,4000,350,220,8.5,7,184,1522,4476,1770,1454,2640,498,404,1500,75,60,370,1
2,50,34700,2400,180,4000,400,225,7.9,6.2,164,1503,4476,1770,1454,2640,517,404,1500,75,60,370,1
2,50,36440,2400,180,4000,350,220,8.5,7,184,1522,4476,1770,1454,2640,498,404,1500,75,60,370,1
1,50,23460,1798,125,6000,165,200,10.9,9.6,0,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,24760,1798,125,6000,165,200,10.9,9.6,0,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,26310,1798,125,6000,165,200,10.9,9.6,0,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,29560,1798,125,6000,165,200,10.9,9.6,0,1369,4476,1770,1454,2640,481,404,1300,75,55,121,1
1,50,23310,1596,100,6000,150,185,12,7.2,171,1335,4522,1770,1457,2640,515,417,1200,75,55,108,2
1,50,24610,1596,100,6000,150,185,12,7.2,171,1335,4522,1770,1457,2640,515,417,1200,75,55,108,2
1,50,26160,1596,100,6000,150,185,12,7.2,171,1335,4522,1770,1457,2640,515,417,1200,75,55,108,2
1,50,29410,1596,100,6000,150,185,12,7.2,171,1335,4522,1770,1457,2640,515,417,1200,75,55,108,2
1,50,24920,1798,125,6000,165,200,11,7.3,174,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,26220,1798,125,6000,165,200,11,7.3,174,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,27770,1798,125,6000,165,200,11,7.3,174,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,31020,1798,125,6000,165,200,11,7.3,174,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,28440,2435,140,5000,220,200,10.7,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,29740,2435,140,5000,220,200,10.7,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,31290,2435,140,5000,220,200,10.7,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,34540,2435,140,5000,220,200,10.7,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,26680,1999,145,6000,185,210,9.6,7.4,177,1381,4522,1770,1457,2640,509,417,1350,75,55,135,2
1,50,27980,1999,145,6000,185,210,9.6,7.4,177,1381,4522,1770,1457,2640,509,417,1350,75,55,135,2
1,50,29530,1999,145,6000,185,210,9.6,7.4,177,1381,4522,1770,1457,2640,509,417,1350,75,55,135,2
1,50,32780,1999,145,6000,185,210,9.6,7.4,177,1381,4522,1770,1457,2640,509,417,1350,75,55,135,2
1,50,28290,2435,170,6000,230,220,8.3,8.7,203,1462,4522,1770,1457,2640,498,417,1500,75,62,168,2
1,50,30030,2435,170,6000,230,215,9,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,29590,2435,170,6000,230,220,8.3,8.7,203,1462,4522,1770,1457,2640,498,417,1500,75,62,168,2
1,50,31330,2435,170,6000,230,215,9,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,31140,2435,170,6000,230,220,8.3,8.7,203,1462,4522,1770,1457,2640,498,417,1500,75,62,168,2
1,50,32880,2435,170,6000,230,215,9,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,34390,2435,170,6000,230,220,8.3,8.7,203,1462,4522,1770,1457,2640,498,417,1500,75,62,168,2
1,50,36130,2435,170,6000,230,215,9,9.1,217,1483,4522,1770,1457,2640,477,417,1500,75,62,168,2
1,50,33570,2521,230,5000,320,240,6.9,8.7,208,1487,4522,1770,1457,2640,513,417,1500,75,62,175,2
1,50,35310,2521,230,5000,320,235,7.3,9.5,227,1504,4522,1770,1457,2640,496,417,1500,75,62,175,2
1,50,34660,2521,230,5000,320,240,6.9,8.7,208,1487,4522,1770,1457,2640,513,417,1500,75,62,175,2
1,50,36400,2521,230,5000,320,235,7.3,9.5,227,1504,4522,1770,1457,2640,496,417,1500,75,62,175,2
1,50,37910,2521,230,5000,320,240,6.9,8.7,208,1487,4522,1770,1457,2640,513,417,1500,75,62,175,2
1,50,39650,2521,230,5000,320,235,7.3,9.5,227,1504,4522,1770,1457,2640,496,417,1500,75,62,175,2
1,50,36160,2521,230,5000,320,230,7.2,9.6,229,1552,4522,1770,1457,2640,468,417,1500,75,58,175,2
1,50,37900,2521,230,5000,320,225,7.6,10.1,241,1572,4522,1770,1457,2640,448,417,1500,75,58,175,2
1,50,37250,2521,230,5000,320,230,7.2,9.6,229,1552,4522,1770,1457,2640,468,417,1500,75,58,175,2
1,50,38990,2521,230,5000,320,225,7.6,10.1,241,1572,4522,1770,1457,2640,448,417,1500,75,58,175,2
1,50,40500,2521,230,5000,320,230,7.2,9.6,229,1552,4522,1770,1457,2640,468,417,1500,75,58,175,2
1,50,42240,2521,230,5000,320,225,7.6,10.1,241,1572,4522,1770,1457,2640,448,417,1500,75,58,175,2
2,50,25230,1560,109,4000,240,190,11.5,5,132,1416,4522,1770,1457,2640,484,417,1300,75,52,247,2
2,50,26530,1560,109,4000,240,190,11.5,5,132,1416,4522,1770,1457,2640,484,417,1300,75,52,247,2
2,50,28080,1560,109,4000,240,190,11.5,5,132,1416,4522,1770,1457,2640,484,417,1300,75,52,247,2
2,50,31330,1560,109,4000,240,190,11.5,5,132,1416,4522,1770,1457,2640,484,417,1300,75,52,247,2
2,50,25680,1560,109,4000,240,190,11.5,4.5,118,1416,4522,1770,1447,2640,484,417,800,75,52,247,2
2,50,26980,1560,109,4000,240,190,11.5,4.5,118,1416,4522,1770,1447,2640,484,417,800,75,52,247,2
2,50,28530,1560,109,4000,240,190,11.5,4.5,118,1416,4522,1770,1447,2640,484,417,800,75,52,247,2
2,50,31780,1560,109,4000,240,190,11.5,4.5,118,1416,4522,1770,1447,2640,484,417,800,75,52,247,2
2,50,27880,1998,136,4000,320,205,9.6,5.8,153,1472,4522,1770,1457,2640,488,417,1500,75,52,308,2
2,50,29830,1998,136,4000,320,205,9.7,6,159,1495,4522,1770,1457,2640,505,417,1500,75,52,308,2
2,50,29180,1998,136,4000,320,205,9.6,5.8,153,1472,4522,1770,1457,2640,488,417,1500,75,52,308,2
2,50,31130,1998,136,4000,320,205,9.7,6,159,1495,4522,1770,1457,2640,505,417,1500,75,52,308,2
2,50,30730,1998,136,4000,320,205,9.6,5.8,153,1472,4522,1770,1457,2640,488,417,1500,75,52,308,2
2,50,32680,1998,136,4000,320,205,9.7,6,159,1495,4522,1770,1457,2640,505,417,1500,75,52,308,2
2,50,33980,1998,136,4000,320,205,9.6,5.8,153,1472,4522,1770,1457,2640,488,417,1500,75,52,308,2
2,50,35930,1998,136,4000,320,205,9.7,6,159,1495,4522,1770,1457,2640,505,417,1500,75,52,308,2
2,50,30460,2400,180,4000,400,225,8,6.3,166,1519,4522,1770,1457,2640,501,417,1500,75,60,370,2
2,50,32200,2400,180,4000,350,220,8.5,7,184,1536,4522,1770,1457,2640,484,417,1500,75,60,370,2
2,50,31760,2400,180,4000,400,225,8,6.3,166,1519,4522,1770,1457,2640,501,417,1500,75,60,370,2
2,50,33500,2400,180,4000,350,220,8.5,7,184,1536,4522,1770,1457,2640,484,417,1500,75,60,370,2
2,50,33310,2400,180,4000,400,225,8,6.3,166,1519,4522,1770,1457,2640,501,417,1500,75,60,370,2
2,50,35050,2400,180,4000,350,220,8.5,7,184,1536,4522,1770,1457,2640,484,417,1500,75,60,370,2
2,50,36560,2400,180,4000,400,225,8,6.3,166,1519,4522,1770,1457,2640,501,417,1500,75,60,370,2
2,50,38300,2400,180,4000,350,220,8.5,7,184,1536,4522,1770,1457,2640,484,417,1500,75,60,370,2
1,50,25320,1798,125,6000,165,200,11,9.6,0,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,26620,1798,125,6000,165,200,11,9.6,0,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,28170,1798,125,6000,165,200,11,9.6,0,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,31420,1798,125,6000,165,200,11,9.6,0,1381,4522,1770,1457,2640,509,417,1300,75,55,121,2
1,50,28050,2435,140,4500,220,210,10.2,8.8,209,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,29790,2435,140,4500,220,205,11.1,9.5,229,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,29210,2435,140,4500,220,210,10.2,8.8,209,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,30950,2435,140,4500,220,205,11.1,9.5,229,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,32360,2435,140,4500,220,210,10.2,8.8,209,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,34100,2435,140,4500,220,205,11.1,9.5,229,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,29700,2435,170,6000,225,225,8.7,8.9,212,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,31440,2435,170,6000,225,215,9.6,9.5,226,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
1,50,30860,2435,170,6000,225,225,8.7,8.9,212,1521,4603,1813,1428,2715,459,424,1600,100,70,168,1
