"x1","x2","x3","x4","x5","x6","x7","class"
0.65,0.59,0.22,1.66,0.77,0.38,0.44,10
0.65,0.53,0.18,1.54,0.69,0.36,0.41,10
0.65,0.51,0.19,1.54,0.72,0.37,0.38,8
0.65,0.51,0.17,1.57,0.72,0.35,0.39,9
0.66,0.53,0.19,1.36,0.56,0.32,0.4,9
0.66,0.54,0.21,1.64,0.73,0.36,0.46,12
0.66,0.52,0.19,1.45,0.6,0.39,0.38,9
0.66,0.49,0.18,1.36,0.64,0.29,0.37,9
0.66,0.5,0.21,1.55,0.72,0.35,0.39,9
0.66,0.52,0.17,1.34,0.62,0.31,0.36,9
0.67,0.53,0.18,1.49,0.63,0.34,0.44,9
0.67,0.53,0.23,1.56,0.63,0.49,0.37,10
0.67,0.51,0.18,1.01,0.44,0.27,0.37,9
0.68,0.55,0.19,1.74,0.88,0.31,0.47,12
0.69,0.55,0.21,1.79,0.81,0.42,0.46,8
0.7,0.57,0.19,1.76,0.75,0.4,0.5,10
0.7,0.55,0.13,1.56,0.67,0.37,0.2,11
0.71,0.57,0.52,2.21,1.11,0.49,0.51,9
0.71,0.56,0.22,2.14,1.05,0.38,0.53,10
0.71,0.57,0.18,1.53,0.96,0.42,0.43,11
0.71,0.55,0.17,1.61,0.74,0.35,0.45,10
0.72,0.58,0.17,1.93,0.91,0.39,0.51,12
0.72,0.58,0.22,2.17,0.95,0.56,0.54,11
0.73,0.6,0.2,1.74,0.7,0.36,0.6,10
0.73,0.58,0.19,1.74,0.68,0.43,0.52,10
0.74,0.57,0.21,2.13,0.95,0.46,0.57,11
0.75,0.57,0.22,2.25,1.16,0.45,0.56,8
0.75,0.61,0.24,2.51,1.23,0.52,0.61,13
0.82,0.65,0.25,2.26,0.89,0.42,0.8,13
0.14,0.11,0.04,0.01,0.01,0,0,2
0.23,0.17,0.06,0.05,0.02,0.01,0.04,3
0.37,0.27,0.14,0.22,0.11,0.05,0.06,6
0.37,0.26,0.08,0.2,0.08,0.03,0.05,4
0.37,0.27,0.1,0.23,0.13,0.04,0.06,5
0.38,0.28,0.09,0.32,0.19,0.05,0.07,6
0.39,0.3,0.09,0.25,0.12,0.04,0.07,4
0.4,0.3,0.09,0.3,0.14,0.07,0.08,4
0.4,0.29,0.11,0.33,0.19,0.05,0.08,5
0.4,0.3,0.09,0.28,0.12,0.06,0.08,6
0.41,0.31,0.1,0.34,0.18,0.06,0.09,7
0.41,0.29,0.09,0.28,0.11,0.08,0.08,6
0.41,0.3,0.11,0.3,0.15,0.06,0.08,5
0.41,0.32,0.1,0.29,0.14,0.06,0.07,4
0.42,0.32,0.12,0.39,0.2,0.07,0.1,8
0.43,0.34,0.11,0.39,0.2,0.09,0.09,5
0.43,0.34,0.11,0.44,0.24,0.07,0.11,5
0.44,0.34,0.11,0.37,0.16,0.08,0.1,4
0.44,0.32,0.12,0.46,0.24,0.09,0.1,7
0.44,0.37,0.11,0.45,0.21,0.09,0.11,8
0.45,0.34,0.13,0.45,0.22,0.13,0.11,5
0.46,0.34,0.14,0.5,0.27,0.1,0.11,6
0.46,0.36,0.11,0.44,0.2,0.1,0.13,7
0.47,0.35,0.14,0.46,0.23,0.11,0.12,8
0.47,0.35,0.13,0.43,0.19,0.12,0.12,5
0.47,0.36,0.12,0.37,0.13,0.08,0.14,5
0.48,0.37,0.13,0.65,0.35,0.14,0.14,7
0.48,0.37,0.12,0.46,0.22,0.09,0.12,6
0.48,0.37,0.12,0.57,0.28,0.12,0.13,6
0.48,0.36,0.13,0.54,0.28,0.1,0.15,6
0.49,0.38,0.12,0.47,0.21,0.11,0.15,5
0.49,0.39,0.09,0.64,0.29,0.1,0.2,7
0.49,0.37,0.13,0.53,0.25,0.11,0.16,5
0.5,0.38,0.12,0.57,0.27,0.13,0.14,6
0.51,0.39,0.11,0.55,0.24,0.12,0.16,8
0.51,0.38,0.14,0.69,0.36,0.16,0.16,8
0.52,0.4,0.13,0.56,0.27,0.1,0.17,7
0.52,0.43,0.15,0.94,0.5,0.18,0.22,7
0.52,0.4,0.13,0.56,0.25,0.12,0.17,6
0.52,0.4,0.13,0.56,0.25,0.14,0.15,7
0.53,0.4,0.14,0.72,0.37,0.15,0.17,7
0.53,0.43,0.13,0.7,0.35,0.14,0.19,8
0.53,0.4,0.13,0.76,0.4,0.15,0.18,7
0.55,0.41,0.14,0.74,0.36,0.18,0.2,8
0.55,0.43,0.14,0.84,0.38,0.22,0.19,7
0.55,0.43,0.16,0.79,0.34,0.2,0.22,8
0.56,0.43,0.15,0.87,0.45,0.16,0.22,7
0.56,0.44,0.15,0.87,0.48,0.18,0.18,8
0.57,0.45,0.15,0.99,0.5,0.21,0.25,7
0.58,0.47,0.15,1.08,0.6,0.21,0.24,8
0.58,0.46,0.17,0.92,0.4,0.25,0.24,7
0.58,0.46,0.18,1.17,0.65,0.22,0.31,8
0.58,0.44,0.14,0.95,0.48,0.22,0.21,8
0.59,0.46,0.15,0.91,0.41,0.23,0.23,7
0.59,0.44,0.15,0.87,0.39,0.22,0.25,7
0.59,0.47,0.15,1.15,0.61,0.24,0.25,8
0.59,0.46,0.15,0.99,0.45,0.22,0.28,7
0.6,0.46,0.16,1.04,0.45,0.27,0.29,8
0.6,0.46,0.16,0.95,0.44,0.21,0.25,7
0.6,0.47,0.2,1.26,0.64,0.2,0.36,8
0.61,0.49,0.17,0.95,0.45,0.19,0.28,10
0.61,0.49,0.16,1.2,0.42,0.29,0.38,8
0.61,0.52,0.17,1.29,0.6,0.29,0.33,8
0.61,0.49,0.17,1.1,0.51,0.23,0.31,10
0.62,0.48,0.13,0.84,0.35,0.19,0.25,7
0.62,0.49,0.16,1.05,0.46,0.23,0.25,9
0.62,0.44,0.16,1.01,0.48,0.24,0.28,7
0.62,0.48,0.17,1.07,0.48,0.24,0.31,8
0.63,0.52,0.18,1.41,0.69,0.32,0.35,9
0.63,0.47,0.18,1.14,0.45,0.32,0.31,10
0.63,0.47,0.15,1.1,0.52,0.26,0.28,8
0.63,0.5,0.18,1.11,0.47,0.27,0.33,9
0.63,0.46,0.15,1.13,0.48,0.27,0.31,8
0.63,0.48,0.15,1.27,0.66,0.24,0.31,10
0.63,0.49,0.23,1.34,0.68,0.26,0.32,9
0.64,0.51,0.15,1.13,0.51,0.27,0.32,9
0.64,0.51,0.19,1.31,0.54,0.32,0.38,7
0.64,0.52,0.21,1.53,0.66,0.33,0.4,8
0.65,0.52,0.18,1.55,0.7,0.37,0.42,9
0.65,0.51,0.16,1.54,0.64,0.36,0.43,10
0.65,0.51,0.17,1.32,0.55,0.3,0.34,10
0.65,0.55,0.18,1.52,0.59,0.33,0.5,9
0.65,0.52,0.18,1.47,0.68,0.3,0.4,9
0.65,0.5,0.16,1.38,0.7,0.3,0.32,8
0.65,0.49,0.14,1.18,0.48,0.24,0.22,7
0.66,0.54,0.22,1.56,0.7,0.3,0.44,10
0.66,0.51,0.22,1.78,0.89,0.41,0.42,10
0.66,0.51,0.17,1.37,0.59,0.35,0.35,9
0.67,0.52,0.18,1.39,0.59,0.32,0.4,9
0.67,0.55,0.2,1.7,0.83,0.37,0.41,10
0.67,0.51,0.18,1.53,0.65,0.45,0.35,9
0.67,0.5,0.19,1.52,0.62,0.39,0.42,9
0.68,0.5,0.19,1.74,0.77,0.33,0.47,11
0.68,0.52,0.17,1.61,0.84,0.31,0.4,10
0.69,0.53,0.2,1.78,0.92,0.33,0.46,11
0.7,0.55,0.17,1.68,0.75,0.33,0.32,10
0.7,0.56,0.2,1.86,0.73,0.37,0.6,10
0.71,0.56,0.17,1.68,0.8,0.41,0.39,9
0.72,0.57,0.2,2.11,1.02,0.36,0.49,11
0.73,0.58,0.24,2.21,1.35,0.41,0.5,12
0.74,0.57,0.18,1.87,0.91,0.43,0.45,9
0.75,0.55,0.18,1.89,0.94,0.4,0.45,10
0.21,0.17,0.05,0.05,0.02,0.01,0.01,4
0.29,0.21,0.06,0.1,0.04,0.02,0.03,4
0.3,0.22,0.07,0.12,0.05,0.02,0.04,5
0.3,0.23,0.09,0.12,0.05,0.02,0.04,5
0.31,0.23,0.09,0.15,0.06,0.03,0.04,5
0.34,0.26,0.08,0.17,0.08,0.04,0.05,4
0.35,0.26,0.08,0.18,0.09,0.02,0.06,4
0.36,0.27,0.08,0.18,0.08,0.03,0.05,5
0.36,0.26,0.09,0.2,0.07,0.05,0.06,6
0.36,0.27,0.1,0.2,0.07,0.06,0.06,7
0.36,0.28,0.08,0.22,0.1,0.04,0.07,6
0.36,0.27,0.08,0.18,0.08,0.04,0.06,6
0.37,0.27,0.09,0.22,0.09,0.05,0.07,6
0.37,0.27,0.1,0.22,0.1,0.05,0.07,5
0.38,0.28,0.08,0.22,0.09,0.09,0.07,6
0.38,0.29,0.1,0.24,0.09,0.07,0.08,6
0.38,0.29,0.1,0.24,0.11,0.04,0.08,5
0.39,0.29,0.09,0.24,0.1,0.05,0.08,7
0.39,0.28,0.1,0.26,0.12,0.06,0.07,6
0.39,0.3,0.09,0.31,0.15,0.06,0.08,7
0.39,0.3,0.09,0.25,0.11,0.05,0.08,6
0.39,0.29,0.1,0.28,0.13,0.06,0.08,6
0.39,0.29,0.1,0.22,0.1,0.05,0.07,6
0.41,0.3,0.09,0.3,0.13,0.07,0.1,7
0.41,0.3,0.09,0.28,0.14,0.06,0.08,7
0.42,0.33,0.1,0.31,0.14,0.06,0.1,6
0.43,0.33,0.11,0.32,0.14,0.05,0.09,7
0.43,0.32,0.08,0.3,0.13,0.06,0.1,6
0.44,0.34,0.1,0.33,0.13,0.07,0.11,6
0.44,0.33,0.11,0.37,0.16,0.08,0.11,5
0.45,0.34,0.1,0.32,0.14,0.06,0.11,7
0.45,0.34,0.11,0.42,0.18,0.09,0.13,6
0.46,0.36,0.12,0.46,0.21,0.09,0.15,9
0.46,0.35,0.11,0.4,0.18,0.08,0.12,6
0.46,0.36,0.11,0.43,0.2,0.08,0.13,6
0.47,0.37,0.12,0.44,0.19,0.08,0.15,8
0.47,0.35,0.11,0.39,0.18,0.07,0.12,7
0.47,0.36,0.13,0.5,0.21,0.1,0.16,7
0.48,0.36,0.15,0.63,0.28,0.14,0.19,7
0.48,0.36,0.1,0.43,0.2,0.1,0.11,6
0.48,0.36,0.13,0.49,0.21,0.13,0.13,7
0.48,0.37,0.13,0.47,0.18,0.1,0.18,8
0.48,0.37,0.12,0.54,0.25,0.11,0.15,7
0.48,0.36,0.16,0.46,0.22,0.11,0.24,7
0.49,0.38,0.13,0.6,0.29,0.13,0.16,6
0.49,0.38,0.12,0.46,0.2,0.09,0.14,7
0.49,0.4,0.14,0.62,0.3,0.13,0.17,7
0.5,0.37,0.13,0.47,0.21,0.09,0.15,7
0.5,0.4,0.11,0.6,0.25,0.13,0.19,7
0.5,0.4,0.12,0.62,0.26,0.14,0.19,7
0.5,0.39,0.12,0.6,0.25,0.15,0.17,7
0.5,0.38,0.14,0.56,0.24,0.14,0.17,8
0.51,0.4,0.13,0.6,0.28,0.14,0.16,6
0.52,0.38,0.11,0.61,0.3,0.13,0.15,5
0.52,0.36,0.13,0.47,0.18,0.13,0.14,8
0.52,0.35,0.11,0.47,0.21,0.12,0.13,9
0.52,0.4,0.13,0.66,0.32,0.14,0.17,7
0.52,0.39,0.13,0.57,0.24,0.13,0.19,7
0.52,0.41,0.15,0.65,0.3,0.16,0.17,8
0.52,0.39,0.13,0.55,0.24,0.11,0.19,6
0.53,0.42,0.15,0.85,0.35,0.16,0.29,7
0.53,0.39,0.12,0.66,0.31,0.15,0.18,8
0.53,0.38,0.14,0.62,0.26,0.16,0.18,7
0.53,0.4,0.14,0.65,0.31,0.16,0.17,6
0.53,0.4,0.16,0.71,0.28,0.16,0.23,8
0.53,0.42,0.12,0.6,0.26,0.14,0.18,6
0.53,0.43,0.14,0.63,0.25,0.15,0.21,9
0.53,0.4,0.15,0.56,0.19,0.13,0.2,8
0.53,0.42,0.13,0.84,0.37,0.17,0.25,10
0.54,0.4,0.13,0.66,0.28,0.16,0.18,6
0.54,0.43,0.17,0.84,0.37,0.18,0.24,8
0.54,0.43,0.14,0.74,0.32,0.14,0.25,8
0.54,0.43,0.14,0.82,0.39,0.17,0.23,8
0.54,0.46,0.14,0.97,0.42,0.26,0.27,9
0.54,0.42,0.14,0.63,0.25,0.12,0.24,8
0.54,0.43,0.13,0.72,0.3,0.17,0.23,9
0.54,0.43,0.14,0.69,0.35,0.15,0.21,7
0.55,0.4,0.13,0.69,0.33,0.15,0.18,8
0.55,0.38,0.12,0.54,0.24,0.12,0.17,7
0.55,0.42,0.13,0.72,0.36,0.11,0.22,7
0.55,0.44,0.14,0.76,0.33,0.17,0.26,9
0.55,0.43,0.15,0.64,0.27,0.13,0.22,8
0.55,0.42,0.14,0.82,0.4,0.15,0.23,11
0.55,0.42,0.15,0.78,0.37,0.16,0.22,7
0.55,0.43,0.15,0.77,0.34,0.18,0.21,7
0.56,0.4,0.13,0.56,0.22,0.12,0.17,8
0.56,0.44,0.14,0.77,0.39,0.15,0.21,7
0.56,0.46,0.15,0.9,0.38,0.16,0.28,10
0.56,0.45,0.15,0.82,0.37,0.19,0.24,9
0.56,0.44,0.13,0.72,0.35,0.15,0.2,7
0.56,0.43,0.14,0.85,0.33,0.22,0.26,9
0.57,0.42,0.16,0.74,0.31,0.19,0.23,8
0.57,0.44,0.15,0.86,0.44,0.15,0.27,8
0.57,0.44,0.13,0.8,0.36,0.18,0.22,8
0.57,0.43,0.15,0.83,0.42,0.17,0.22,9
0.57,0.45,0.14,0.78,0.33,0.19,0.21,7
0.57,0.45,0.14,0.8,0.34,0.15,0.25,8
0.57,0.44,0.17,0.85,0.4,0.17,0.25,8
0.57,0.43,0.15,0.83,0.35,0.14,0.28,9
0.57,0.45,0.16,0.87,0.37,0.17,0.28,8
0.57,0.45,0.15,0.74,0.31,0.17,0.18,11
0.58,0.46,0.17,0.87,0.38,0.18,0.27,7
0.58,0.43,0.14,0.8,0.36,0.2,0.24,9
0.58,0.47,0.16,1.12,0.51,0.24,0.34,9
0.58,0.45,0.13,0.78,0.33,0.19,0.24,8
0.58,0.47,0.19,0.99,0.37,0.22,0.36,9
0.58,0.47,0.2,1,0.42,0.25,0.47,7
0.58,0.45,0.17,0.8,0.35,0.15,0.25,8
0.58,0.45,0.14,0.81,0.36,0.18,0.25,9
0.58,0.44,0.15,1.03,0.46,0.22,0.36,7
0.58,0.45,0.16,0.84,0.4,0.2,0.24,8
0.58,0.44,0.16,0.96,0.48,0.17,0.28,12
0.58,0.44,0.15,0.83,0.43,0.15,0.23,7
0.58,0.46,0.16,1.03,0.47,0.22,0.3,9
0.58,0.43,0.13,0.8,0.37,0.17,0.23,9
0.58,0.45,0.13,0.71,0.3,0.14,0.24,8
0.59,0.45,0.14,0.91,0.43,0.22,0.25,9
0.59,0.49,0.17,1.21,0.56,0.24,0.31,9
0.59,0.45,0.15,1.02,0.43,0.27,0.27,9
0.59,0.46,0.15,0.9,0.42,0.18,0.26,10
0.6,0.44,0.15,0.9,0.42,0.17,0.27,7
0.6,0.45,0.14,0.84,0.4,0.19,0.22,9
0.6,0.45,0.15,0.96,0.46,0.21,0.25,9
0.6,0.46,0.15,0.83,0.38,0.19,0.24,7
0.6,0.46,0.16,0.97,0.43,0.2,0.3,7
0.6,0.48,0.15,1.13,0.58,0.2,0.31,8
0.6,0.48,0.17,0.92,0.41,0.2,0.27,8
0.6,0.48,0.17,0.92,0.38,0.22,0.29,7
0.6,0.48,0.18,1.06,0.45,0.25,0.33,9
0.6,0.47,0.17,1.06,0.5,0.24,0.28,8
0.6,0.47,0.16,1.19,0.56,0.3,0.26,9
0.61,0.46,0.15,0.98,0.47,0.18,0.28,8
0.61,0.48,0.15,0.88,0.38,0.19,0.27,7
0.61,0.47,0.15,0.8,0.38,0.23,0.22,8
0.61,0.48,0.14,0.99,0.47,0.23,0.24,7
0.61,0.47,0.16,0.97,0.39,0.22,0.33,8
0.61,0.51,0.18,1.43,0.73,0.26,0.43,10
0.61,0.48,0.16,0.98,0.46,0.23,0.27,9
0.61,0.47,0.16,1.07,0.48,0.25,0.28,9
0.61,0.49,0.15,1.24,0.6,0.29,0.31,11
0.61,0.47,0.16,1.02,0.45,0.23,0.29,8
0.61,0.48,0.16,1.12,0.38,0.22,0.38,9
0.61,0.47,0.13,0.92,0.44,0.19,0.26,8
0.61,0.47,0.17,1.12,0.52,0.24,0.31,8
0.61,0.49,0.18,1.28,0.57,0.29,0.36,6
0.62,0.47,0.16,1.02,0.47,0.24,0.28,9
0.62,0.48,0.18,1.22,0.6,0.26,0.31,8
0.62,0.49,0.18,1.15,0.49,0.26,0.32,11
0.62,0.52,0.16,1.33,0.67,0.26,0.34,11
0.62,0.52,0.18,1.22,0.54,0.24,0.4,12
0.62,0.54,0.17,1.14,0.5,0.24,0.36,10
0.62,0.49,0.16,1.07,0.45,0.25,0.31,10
0.62,0.48,0.18,1.22,0.58,0.27,0.31,11
0.62,0.47,0.14,0.86,0.36,0.16,0.3,8
0.62,0.45,0.14,0.92,0.36,0.23,0.3,9
0.62,0.48,0.15,1.27,0.63,0.26,0.31,11
0.62,0.48,0.18,1.04,0.46,0.22,0.3,8
0.63,0.49,0.17,1.12,0.49,0.26,0.33,10
0.63,0.48,0.16,1.08,0.5,0.24,0.31,9
0.63,0.5,0.17,1.1,0.46,0.22,0.35,8
0.63,0.47,0.16,1.2,0.64,0.21,0.31,11
0.63,0.49,0.18,1.36,0.68,0.26,0.37,9
0.63,0.49,0.15,1.04,0.44,0.29,0.28,8
0.63,0.51,0.17,1.09,0.46,0.27,0.3,8
0.63,0.5,0.18,1.2,0.51,0.23,0.4,7
0.63,0.49,0.17,1.17,0.53,0.27,0.34,10
0.63,0.49,0.17,1.23,0.66,0.23,0.3,9
0.63,0.5,0.18,1.27,0.61,0.27,0.33,10
0.64,0.5,0.17,1.49,0.72,0.34,0.36,12
0.64,0.5,0.17,1.43,0.61,0.31,0.42,11
0.64,0.49,0.18,1.24,0.58,0.31,0.31,9
0.64,0.49,0.17,1.26,0.54,0.27,0.38,8
0.64,0.51,0.17,1.22,0.52,0.27,0.36,9
0.64,0.52,0.18,1.25,0.55,0.29,0.37,9
0.64,0.53,0.19,1.71,0.76,0.42,0.44,10
0.65,0.51,0.15,1.16,0.52,0.26,0.34,9
0.65,0.5,0.18,1.29,0.56,0.29,0.39,11
0.65,0.5,0.19,1.56,0.74,0.37,0.38,13
0.65,0.51,0.19,1.47,0.61,0.35,0.48,8
0.65,0.51,0.2,1.23,0.59,0.22,0.37,9
0.65,0.51,0.16,1.33,0.67,0.31,0.32,8
0.65,0.51,0.16,1.24,0.58,0.28,0.32,8
0.65,0.5,0.18,1.34,0.55,0.31,0.42,9
0.65,0.51,0.19,1.36,0.57,0.36,0.36,9
0.65,0.49,0.15,1.22,0.57,0.27,0.33,8
0.65,0.48,0.19,1.37,0.69,0.29,0.35,11
0.65,0.5,0.16,1.34,0.62,0.32,0.34,8
0.65,0.51,0.19,1.27,0.59,0.23,0.39,10
0.65,0.53,0.19,1.49,0.67,0.34,0.38,10
0.65,0.51,0.16,1.38,0.64,0.29,0.37,8
0.66,0.55,0.18,1.27,0.59,0.28,0.37,9
0.66,0.51,0.15,1.04,0.48,0.22,0.31,8
0.66,0.51,0.19,1.35,0.59,0.27,0.43,11
0.66,0.51,0.2,1.44,0.69,0.38,0.36,10
0.66,0.5,0.17,1.32,0.67,0.27,0.34,8
0.66,0.54,0.18,1.52,0.71,0.31,0.42,11
0.66,0.53,0.2,1.55,0.65,0.33,0.5,9
0.66,0.51,0.17,1.64,0.77,0.35,0.39,13
0.67,0.53,0.18,1.44,0.66,0.38,0.35,10
0.67,0.51,0.16,1.29,0.61,0.25,0.37,10
0.67,0.51,0.16,1.29,0.63,0.29,0.32,10
0.67,0.52,0.18,1.37,0.61,0.32,0.4,11
0.67,0.5,0.18,1.3,0.61,0.31,0.32,8
0.67,0.51,0.16,1.26,0.63,0.31,0.31,11
0.67,0.52,0.17,1.39,0.71,0.29,0.3,10
0.67,0.52,0.19,1.32,0.52,0.31,0.43,12
0.67,0.55,0.16,1.57,0.86,0.34,0.35,9
0.67,0.54,0.2,1.62,0.74,0.33,0.47,10
0.68,0.53,0.16,1.28,0.57,0.28,0.35,12
0.68,0.51,0.2,1.38,0.6,0.32,0.4,9
0.68,0.52,0.2,1.45,0.59,0.39,0.41,9
0.68,0.51,0.2,1.61,0.71,0.34,0.47,10
0.69,0.52,0.15,1.37,0.72,0.29,0.32,10
0.69,0.57,0.18,1.64,0.78,0.38,0.44,10
0.69,0.55,0.2,1.57,0.69,0.37,0.46,11
0.7,0.57,0.18,1.86,0.84,0.39,0.54,9
0.7,0.54,0.18,1.77,0.68,0.48,0.51,14
0.71,0.55,0.17,1.58,0.64,0.46,0.27,10
0.71,0.58,0.22,2.01,0.99,0.45,0.5,10
0.71,0.57,0.2,1.98,0.99,0.49,0.48,11
0.71,0.54,0.21,1.58,0.8,0.29,0.44,9
0.71,0.56,0.22,2.02,0.92,0.45,0.57,10
0.72,0.57,0.2,1.83,0.92,0.37,0.49,9
0.72,0.55,0.21,2.13,1.15,0.44,0.51,12
0.72,0.53,0.18,1.45,0.63,0.32,0.44,6
0.73,0.57,0.21,2.14,1.03,0.49,0.5,13
0.73,0.56,0.19,1.94,0.8,0.52,0.57,10
0.74,0.59,0.22,1.75,0.73,0.4,0.56,10
0.74,0.57,0.21,2.12,0.97,0.52,0.48,11
0.75,0.57,0.22,1.94,0.77,0.48,0.58,10
0.75,0.6,0.21,2.22,1.08,0.42,0.63,11
0.77,0.62,0.2,2.52,1.12,0.64,0.64,11
0.78,0.63,0.25,2.78,1.35,0.76,0.58,11
0.28,0.18,0.09,0.23,0.1,0.06,0.07,4
0.38,0.25,0.1,0.39,0.17,0.09,0.11,5
0.38,0.27,0.14,0.6,0.27,0.13,0.17,6
0.39,0.28,0.13,0.56,0.3,0.1,0.14,6
0.44,0.3,0.12,0.6,0.26,0.14,0.16,7
0.45,0.32,0.12,0.41,0.2,0.09,0.12,6
0.46,0.34,0.11,0.42,0.23,0.09,0.1,5
0.46,0.33,0.14,0.82,0.4,0.17,0.21,7
0.46,0.35,0.11,0.43,0.21,0.09,0.12,7
0.47,0.33,0.14,0.76,0.36,0.15,0.21,9
0.47,0.36,0.12,0.58,0.3,0.14,0.12,6
0.49,0.37,0.11,0.52,0.2,0.12,0.18,7
0.49,0.37,0.16,0.97,0.42,0.25,0.24,8
0.49,0.35,0.16,0.87,0.31,0.19,0.32,8
0.49,0.36,0.16,0.88,0.35,0.22,0.28,7
0.5,0.37,0.15,1.06,0.49,0.22,0.3,8
0.52,0.35,0.16,0.92,0.42,0.2,0.27,8
0.52,0.4,0.14,1.01,0.47,0.25,0.25,7
0.53,0.37,0.17,0.96,0.44,0.22,0.28,9
0.53,0.38,0.13,0.65,0.3,0.16,0.16,6
0.53,0.41,0.14,0.75,0.35,0.17,0.21,7
0.54,0.43,0.14,0.77,0.38,0.18,0.18,7
0.54,0.39,0.18,1.08,0.5,0.23,0.3,7
0.55,0.42,0.17,0.89,0.42,0.22,0.23,7
0.55,0.42,0.2,1.36,0.57,0.32,0.4,9
0.55,0.39,0.15,1.12,0.54,0.24,0.28,8
0.55,0.38,0.17,1.21,0.54,0.29,0.33,9
0.55,0.42,0.16,1.34,0.63,0.31,0.34,9
0.57,0.46,0.18,1.02,0.48,0.21,0.29,8
0.58,0.44,0.19,1.03,0.51,0.22,0.25,9
0.58,0.45,0.13,0.81,0.4,0.17,0.21,9
0.58,0.43,0.17,1.48,0.65,0.32,0.42,9
0.59,0.46,0.15,0.95,0.39,0.27,0.26,9
0.59,0.45,0.15,0.89,0.4,0.2,0.25,7
0.6,0.5,0.18,1.3,0.62,0.28,0.33,10
0.6,0.47,0.17,1.04,0.5,0.22,0.25,8
0.61,0.48,0.18,1.25,0.56,0.31,0.34,8
0.61,0.48,0.15,1.15,0.58,0.23,0.3,9
0.61,0.48,0.15,1.11,0.52,0.26,0.3,10
0.62,0.46,0.15,1.12,0.5,0.24,0.32,9
0.62,0.47,0.15,1.09,0.51,0.27,0.26,9
0.63,0.5,0.18,1.25,0.58,0.29,0.32,8
0.63,0.49,0.19,1.17,0.53,0.25,0.34,10
0.64,0.5,0.2,1.17,0.45,0.31,0.35,10
0.64,0.48,0.15,1.18,0.53,0.31,0.29,9
0.64,0.48,0.14,1.07,0.49,0.23,0.31,7
0.65,0.5,0.16,1.38,0.67,0.33,0.32,8
0.65,0.53,0.19,1.61,0.78,0.37,0.4,10
0.65,0.49,0.16,1.74,0.57,0.28,0.31,9
0.66,0.52,0.2,1.55,0.71,0.31,0.47,8
0.66,0.55,0.19,1.42,0.63,0.33,0.38,9
0.67,0.52,0.19,1.34,0.56,0.29,0.44,10
0.68,0.53,0.18,1.45,0.68,0.33,0.39,9
0.69,0.54,0.18,1.58,0.72,0.38,0.42,8
0.7,0.55,0.19,1.68,0.81,0.4,0.4,9
0.7,0.53,0.19,1.73,0.76,0.44,0.46,10
0.71,0.55,0.18,1.54,0.61,0.37,0.46,12
0.72,0.55,0.2,2.07,1.07,0.43,0.5,8
0.72,0.56,0.18,1.59,0.69,0.38,0.44,10
0.73,0.58,0.21,2.07,0.93,0.41,0.64,10
0.19,0.14,0.04,0.03,0.01,0.01,0.01,4
0.24,0.18,0.06,0.06,0.02,0.01,0.02,3
0.31,0.22,0.08,0.13,0.06,0.03,0.04,6
0.34,0.26,0.09,0.19,0.08,0.03,0.06,5
0.35,0.27,0.08,0.2,0.09,0.04,0.06,6
0.37,0.27,0.09,0.2,0.08,0.03,0.07,5
0.37,0.28,0.09,0.22,0.1,0.04,0.08,6
0.37,0.27,0.08,0.22,0.1,0.04,0.07,5
0.39,0.31,0.11,0.27,0.12,0.05,0.08,7
0.41,0.3,0.09,0.27,0.1,0.07,0.11,5
0.41,0.32,0.1,0.28,0.11,0.03,0.11,6
0.41,0.34,0.11,0.33,0.14,0.06,0.11,6
0.42,0.31,0.09,0.28,0.12,0.06,0.09,5
0.42,0.31,0.1,0.28,0.11,0.06,0.1,5
0.42,0.31,0.1,0.31,0.11,0.06,0.12,7
0.42,0.33,0.1,0.37,0.17,0.06,0.11,10
0.43,0.34,0.1,0.34,0.14,0.07,0.12,7
0.44,0.34,0.1,0.32,0.14,0.08,0.1,6
0.44,0.33,0.11,0.38,0.15,0.09,0.11,6
0.44,0.33,0.11,0.34,0.16,0.06,0.11,7
0.44,0.35,0.12,0.32,0.13,0.06,0.12,6
0.45,0.33,0.11,0.36,0.15,0.07,0.12,7
0.47,0.37,0.11,0.45,0.16,0.1,0.17,6
0.47,0.38,0.12,0.49,0.2,0.1,0.14,7
0.48,0.34,0.11,0.45,0.2,0.08,0.15,8
0.49,0.39,0.13,0.57,0.25,0.18,0.15,6
0.49,0.36,0.12,0.52,0.25,0.1,0.15,7
0.49,0.37,0.12,0.46,0.19,0.1,0.15,8
0.5,0.38,0.14,0.51,0.21,0.12,0.17,7
0.5,0.38,0.15,0.5,0.21,0.15,0.15,7
0.5,0.38,0.14,0.49,0.18,0.1,0.19,7
0.5,0.38,0.11,0.56,0.28,0.11,0.15,8
0.51,0.41,0.13,0.6,0.22,0.12,0.23,10
0.51,0.4,0.15,0.7,0.33,0.14,0.21,7
0.51,0.4,0.12,0.7,0.35,0.11,0.2,9
0.52,0.42,0.14,0.71,0.29,0.15,0.25,9
0.52,0.42,0.15,0.67,0.26,0.13,0.24,9
0.52,0.39,0.11,0.58,0.25,0.16,0.14,7
0.52,0.41,0.11,0.52,0.22,0.09,0.18,7
0.52,0.42,0.14,0.64,0.31,0.13,0.17,8
0.52,0.4,0.13,0.58,0.24,0.15,0.17,8
0.52,0.38,0.12,0.66,0.33,0.17,0.14,6
