d1,d2,d3,d4,d5,d6,d7,d8,d9,d19,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,class
1,1,19890,1498,107,6000,142,167,15.1,7.5,177,1400,4415,1740,1475,2620,450,301,1200,80,60,101,47
1,1,19690,1498,107,6000,142,175,14,7.5,176,1385,4415,1740,1475,2620,465,301,1500,80,60,101,47
1,1,21090,1498,107,6000,142,167,15.1,7.5,177,1400,4415,1740,1475,2620,450,301,1200,80,60,101,47
1,1,22290,1994,150,6400,196,193,9.6,8.4,199,1420,4415,1740,1475,2620,470,301,1600,80,60,135,47
1,1,23690,1994,150,6400,196,182,11.6,8.2,194,1435,4415,1740,1475,2620,455,301,1200,80,60,135,47
1,1,23790,1994,150,6400,196,193,9.6,8.4,199,1420,4415,1740,1475,2620,470,301,1600,80,60,135,47
1,1,25190,1994,150,6400,196,182,11.6,8.2,194,1435,4415,1740,1475,2620,455,301,1200,80,60,135,47
1,1,25790,1994,150,6400,196,193,9.6,8.4,199,1420,4415,1740,1475,2620,470,301,1600,80,60,135,47
1,1,27190,1994,150,6400,196,182,11.6,8.2,194,1435,4415,1740,1475,2620,455,301,1200,80,60,135,47
1,1,43770,2457,300,6000,407,250,5.2,10.3,243,1505,4415,1795,1475,2625,475,301,1200,80,60,168,47
1,1,48770,2457,300,6000,407,250,5.2,10.3,243,1505,4415,1795,1475,2625,475,301,1200,80,60,168,47
1,2,27580,1994,150,6000,196,209,9.5,8.6,202,1435,4665,1730,1425,2670,475,433,1300,80,64,135,47
1,2,29430,1994,150,6000,196,201,11.4,8.3,196,1455,4665,1730,1425,2670,475,433,1500,80,64,135,47
1,2,31790,1994,150,6000,196,209,9.5,8.6,202,1435,4665,1730,1425,2670,475,433,1300,80,64,135,47
1,2,33640,1994,150,6000,196,201,11.4,8.3,196,1455,4665,1730,1425,2670,475,433,1500,80,64,135,47
1,2,34000,2457,173,6000,227,219,9.5,8.5,202,1455,4665,1730,1425,2670,475,433,1500,80,64,168,47
1,2,35340,2457,173,6000,227,217,11.4,8.5,200,1475,4665,1730,1425,2670,455,433,1800,80,64,168,47
1,2,45110,3000,245,6600,297,237,8.2,9.8,231,1590,4665,1730,1425,2670,440,433,2000,80,64,202,47
1,2,47160,3000,245,6600,297,243,6.9,12.1,286,1610,4665,1730,1435,2670,420,433,2000,80,64,202,47
1,2,48700,3000,245,6600,297,237,8.2,9.8,231,1620,4665,1730,1435,2670,410,433,2000,80,64,202,47
2,2,29580,1998,150,3600,350,208,8.7,5.6,148,1460,4665,1730,1425,2670,540,433,1700,80,64,332,47
2,2,33790,1998,150,3600,350,208,8.7,5.6,148,1460,4665,1730,1425,2670,540,433,1700,80,64,332,47
2,2,36350,1998,150,3600,350,208,8.7,5.6,148,1460,4665,1730,1425,2670,540,433,1700,80,64,332,47
2,2,37150,1998,150,3600,350,208,8.7,5.6,148,1460,4665,1730,1425,2670,540,433,1700,80,64,332,47
1,3,28810,1994,150,6000,196,202,9.8,8.6,203,1470,4720,1730,1470,2670,465,459,1600,100,64,135,47
1,3,30660,1994,150,6000,196,191,11.8,8.5,200,1480,4720,1730,1470,2670,465,459,1600,100,64,135,47
1,3,33020,1994,150,6000,196,202,9.8,8.6,203,1470,4720,1730,1470,2670,465,459,1600,100,64,135,47
1,3,34870,1994,150,6000,196,191,11.8,8.5,200,1480,4720,1730,1470,2670,465,459,1600,100,64,135,47
1,3,35230,2457,173,6000,227,211,9.6,8.6,203,1485,4720,1730,1470,2670,450,459,1800,100,64,168,47
1,3,36570,2457,173,6000,227,208,11,8.7,205,1500,4720,1730,1470,2670,445,459,1800,100,64,168,47
1,3,46340,3000,245,6600,297,237,8.4,9.8,231,1620,4720,1730,1470,2670,430,459,2000,100,64,202,47
1,3,48390,3000,245,6600,297,233,7,12.3,290,1635,4720,1730,1475,2670,415,459,2000,100,64,202,47
1,3,49930,3000,245,6600,297,237,8.4,9.8,231,1645,4720,1730,1475,2670,405,459,2000,100,64,202,47
2,3,30810,1998,150,3600,350,203,8.9,5.7,151,1510,4720,1730,1470,2670,490,459,1700,100,64,332,47
2,3,35020,1998,150,3600,350,203,8.9,5.8,154,1510,4720,1730,1470,2670,490,459,1700,100,64,332,47
2,3,37580,1998,150,3600,350,203,8.9,5.8,154,1510,4720,1730,1470,2670,490,459,1700,100,64,332,47
2,3,38380,1998,150,3600,350,203,8.9,5.8,154,1510,4720,1730,1470,2670,490,459,1700,100,64,332,47
1,3,33420,2457,173,6000,227,199,9.8,8.6,204,1525,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,34760,2457,173,6000,227,199,10.9,8.7,205,1535,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,35660,2457,173,6000,227,199,9.8,8.6,204,1525,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,36900,2457,173,6000,227,199,10.9,8.7,205,1535,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,38350,2457,173,6000,227,199,9.8,8.6,204,1525,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,39690,2457,173,6000,227,199,10.9,8.7,205,1535,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,40910,2457,173,6000,227,199,9.8,8.6,204,1525,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,42250,2457,173,6000,227,199,10.9,8.7,205,1535,4730,1770,1545,2670,435,459,1800,100,64,168,47
1,3,47680,3000,245,6600,297,224,8.5,9.8,231,1645,4730,1770,1545,2670,415,459,2000,100,64,202,47
2,3,33930,1998,150,3600,350,200,9.2,5.8,153,1505,4730,1770,1545,2670,525,459,1800,100,64,332,47
2,3,38140,1998,150,3600,350,200,9.2,5.9,156,1505,4730,1770,1545,2670,525,459,1800,100,64,332,47
2,3,40700,1998,150,3600,350,200,9.2,5.9,156,1505,4730,1770,1545,2670,525,459,1800,100,64,332,47
2,3,41500,1998,150,3600,350,200,9.2,5.9,156,1505,4730,1770,1545,2670,525,459,1800,100,64,332,47
1,8,24400,1994,150,6000,196,184,11,8.4,198,1540,4560,1780,1700,2615,475,450,2000,80,60,135,47
1,8,27400,1994,150,6000,196,184,11,8.4,198,1540,4560,1780,1700,2615,475,450,2000,80,60,135,47
1,8,28800,1994,150,6000,196,185,12.7,8.4,199,1550,4560,1780,1700,2615,465,450,1500,80,60,135,47
1,8,29600,1994,150,6000,196,184,11,8.4,198,1540,4560,1780,1700,2615,475,450,2000,80,60,135,47
1,8,31000,1994,150,6000,196,185,12.7,8.4,199,1550,4560,1780,1700,2615,465,450,1500,80,60,135,47
1,8,32900,1994,150,6000,196,184,11,8.4,198,1540,4560,1780,1700,2615,475,450,2000,80,60,135,47
1,8,34300,1994,150,6000,196,185,12.7,8.4,199,1550,4560,1780,1700,2615,465,450,1500,80,60,135,47
2,8,29900,1998,147,3600,350,186,10.4,6.3,167,1540,4560,1780,1675,2615,510,459,2000,80,64,308,47
2,8,31950,1998,147,3600,350,186,10.4,6.4,170,1550,4560,1780,1700,2615,500,459,2000,80,64,308,47
2,8,34400,1998,147,3600,350,186,10.4,6.4,170,1550,4560,1780,1700,2615,500,459,2000,80,64,308,47
2,8,36000,1998,147,3600,350,186,10.4,6.4,170,1550,4560,1780,1700,2615,500,459,2000,80,64,308,47
1,8,44900,3630,258,6000,350,207,8.9,11.6,275,1956,4865,1880,1685,2750,630,525,2000,80,64,249,47
1,8,49900,3630,258,6000,350,207,8.9,11.6,275,1956,4865,1880,1720,2750,630,450,2000,80,64,249,47
1,8,52800,3630,258,6000,350,207,8.9,11.6,275,1983,4865,1880,1720,2750,603,450,2000,80,64,249,47
1,1,9990,996,65,6000,90,160,14.7,5,120,1050,3715,1680,1590,2360,435,178,0,50,45,67,48
1,1,12200,996,65,6000,90,160,14.7,5,120,1050,3715,1680,1590,2360,435,178,0,50,45,67,48
1,1,13500,996,65,6000,90,160,14.7,5,120,1050,3715,1680,1590,2360,435,178,0,50,45,67,48
1,1,12700,1242,86,5500,114,175,12.3,5.5,131,1065,3715,1680,1590,2360,420,178,200,50,45,87,48
1,1,14000,1242,86,5500,114,175,12.3,5.5,131,1065,3715,1680,1590,2360,420,178,200,50,45,87,48
1,1,15300,1242,86,5500,114,170,14.9,5.9,142,1115,3715,1680,1590,2360,370,178,200,50,45,87,48
2,1,14700,1248,75,4000,190,165,13.9,4.5,120,1160,3715,1680,1590,2360,370,178,0,50,45,200,48
2,1,16000,1248,75,4000,190,165,13.9,4.5,120,1160,3715,1680,1590,2360,370,178,0,50,45,200,48
1,1,12500,1328,92,5800,116,175,11,5.8,140,1045,3760,1690,1500,2380,440,201,1000,50,45,94,48
1,1,14000,1328,92,5800,116,175,11,5.8,140,1045,3760,1690,1500,2380,440,201,1000,50,45,94,48
1,1,14500,1328,92,5800,116,175,12.5,5.8,139,1055,3760,1690,1500,2380,430,201,1000,50,45,94,48
1,1,14700,1490,102,5900,133,185,10,6.1,143,1055,3760,1690,1500,2380,430,201,1000,50,45,101,48
1,1,16000,1490,102,5900,133,180,11.7,6.5,153,1075,3760,1690,1500,2380,410,201,1000,50,45,101,48
1,1,17500,1586,125,6800,148,200,8.9,7,165,1105,3765,1690,1500,2380,380,201,1000,50,45,108,48
2,1,14300,1248,75,4000,190,165,13.7,4.5,120,1120,3760,1690,1500,2380,405,201,900,50,45,200,48
2,1,15800,1248,75,4000,190,165,13.7,4.5,120,1120,3760,1690,1500,2380,405,201,900,50,45,200,48
1,1,13100,1328,92,5800,116,175,11,5.8,140,1065,3760,1690,1500,2380,420,201,1000,50,45,94,48
1,1,14600,1328,92,5800,116,175,11,5.8,140,1065,3760,1690,1500,2380,420,201,1000,50,45,94,48
1,1,15100,1328,92,5800,116,175,12.5,6,140,1075,3760,1690,1500,2380,410,201,1000,50,45,94,48
1,1,15500,1328,92,5800,116,167,12.8,6.2,147,1135,3760,1690,1535,2380,390,201,1000,50,40,94,48
1,1,15300,1490,102,5900,133,185,10,6.1,145,1075,3760,1690,1500,2380,410,201,1000,50,45,101,48
1,1,16600,1490,102,5900,133,180,11.7,6.5,153,1095,3760,1690,1500,2380,390,201,1000,50,45,101,48
2,1,14900,1248,75,4000,190,165,13.7,4.5,120,1140,3760,1690,1500,2380,385,201,900,50,45,200,48
2,1,16400,1248,75,4000,190,165,13.7,4.5,120,1140,3760,1690,1500,2380,385,201,900,50,45,200,48
1,1,15800,1586,107,5600,145,180,10.7,6.7,159,1205,4100,1730,1565,2500,445,270,1200,50,50,108,48
2,1,17800,1910,120,3500,280,190,10.5,6.3,166,1340,4100,1730,1555,2500,450,270,1200,50,50,308,48
1,1,17800,1586,107,5600,145,180,10.7,6.7,159,1205,4100,1730,1555,2500,445,270,1200,50,50,108,48
1,1,19100,1586,107,5600,145,170,12.3,7.4,175,1220,4100,1730,1565,2500,430,270,1200,50,50,108,48
1,1,18300,1586,107,5600,145,170,11.5,6.9,164,1265,4100,1730,1580,2500,405,270,1200,50,50,108,48
1,1,19800,1586,107,5600,145,170,11.5,6.9,164,1265,4100,1730,1580,2500,405,270,1200,50,50,108,48
2,1,19800,1910,120,3500,280,190,10.5,6.3,166,1340,4100,1730,1555,2500,450,270,1200,50,50,308,48
2,1,20300,1910,120,3500,280,180,11.2,6.4,170,1400,4100,1730,1580,2500,390,270,1200,50,50,308,48
2,1,21800,1910,120,3500,280,180,11.2,6.4,170,1400,4100,1730,1580,2500,390,270,1200,50,50,308,48
1,2,16900,1586,107,5600,145,180,10.7,6.7,159,1240,4490,1730,1545,2500,370,515,1200,50,50,108,48
1,2,18200,1586,107,5600,145,170,12.3,7.4,175,1255,4490,1730,1545,2500,355,515,1200,50,50,108,48
1,8,14600,1328,86,6000,110,140,14.1,7.2,171,1135,3645,1600,1670,2250,285,113,1300,40,40,94,48
1,8,15400,1328,86,6000,110,140,14.1,7.2,171,1135,3645,1600,1670,2250,285,113,1300,40,40,94,48
1,8,16700,1328,86,6000,110,135,17.2,7.6,181,1150,3645,1600,1670,2250,270,113,1300,40,40,94,48
2,8,16600,1461,86,3750,200,145,17,6.1,162,1230,3645,1600,1670,2250,270,113,1300,40,40,249,48
2,8,17400,1461,86,3750,200,145,17,6.1,162,1230,3645,1600,1670,2250,270,113,1300,40,40,249,48
1,8,14800,1328,86,6000,110,140,14.1,7.3,174,1145,3645,1600,1655,2250,275,113,1300,0,40,94,48
1,8,21900,1586,106,5900,145,160,14.4,8.2,195,1480,4150,1870,1695,2440,350,184,1600,75,55,108,48
1,8,24000,2393,166,6000,225,180,11.2,8.8,205,1519,4150,1870,1695,2440,351,184,1600,75,55,162,48
1,8,25300,2393,166,6000,225,180,11.2,8.8,205,1519,4150,1870,1695,2440,351,184,1600,75,55,162,48
1,8,26600,2393,166,6000,225,170,11.5,9.4,219,1534,4150,1870,1695,2440,356,184,1600,75,55,162,48
2,8,24400,1870,129,3750,300,170,12.8,7,183,1602,4150,1870,1695,2440,338,184,1600,75,55,293,48
2,8,25700,1870,129,3750,300,170,12.8,7,183,1602,4150,1870,1695,2440,338,184,1600,75,55,293,48
1,8,26900,2393,169,6000,227,185,11.7,9,208,1627,4575,1880,1695,2640,473,398,1850,75,66,162,48
1,8,28200,2393,169,6000,227,185,11.7,9,208,1627,4575,1880,1695,2640,473,398,1850,75,66,162,48
1,8,29500,2393,169,6000,227,175,12,9.7,225,1642,4575,1880,1695,2640,458,398,1850,75,66,162,48
1,8,32200,2393,169,6000,227,185,11.7,9,208,1627,4575,1880,1695,2640,473,398,1850,75,66,162,48
1,8,33500,2393,169,6000,227,175,12,9.7,225,1642,4575,1880,1695,2640,458,398,1850,75,66,162,48
1,8,36000,3195,233,6200,291,200,9.3,10.6,245,1670,4575,1880,1695,2640,500,398,2000,75,66,216,48
2,8,27700,1870,129,3750,300,170,13.2,7,185,1705,4575,1880,1695,2640,465,398,2000,75,66,293,48
2,8,29000,1870,129,3750,300,170,13.2,7,185,1705,4575,1880,1695,2640,465,398,2000,75,66,293,48
2,8,33000,1870,129,3750,300,170,13.2,7,185,1705,4575,1880,1695,2640,465,398,2000,75,66,293,48
1,1,12700,998,68,6000,91,150,0,4.3,99,845,2985,1680,1500,2000,365,32,0,0,32,67,49
1,1,13900,998,68,6000,91,150,0,4.7,110,860,2985,1680,1500,2000,350,32,0,0,32,67,49
1,1,14100,998,68,6000,91,150,0,4.3,99,845,2985,1680,1500,2000,365,32,0,0,32,67,49
1,1,15300,998,68,6000,91,150,0,4.7,110,860,2985,1680,1500,2000,350,32,0,0,32,67,49
2,1,14900,1364,90,3400,190,170,0,4,104,945,2985,1680,1500,2000,340,32,0,0,32,216,49
2,1,16300,1364,90,3400,190,170,0,4,104,945,2985,1680,1500,2000,340,32,0,0,32,216,49
1,1,9475,998,68,6000,93,157,14.2,4.6,108,875,3410,1615,1465,2340,305,130,0,50,35,67,49
1,1,10475,998,68,6000,93,157,14.2,4.6,108,875,3410,1615,1465,2340,305,130,0,50,35,67,49
1,1,11075,998,68,6000,93,157,14.9,4.6,108,930,3410,1615,1465,2340,250,130,0,50,35,67,49
1,1,11475,998,68,6000,93,157,14.2,4.6,108,875,3410,1615,1465,2340,305,130,0,50,35,67,49
1,1,12075,998,68,6000,93,157,14.9,4.6,108,930,3410,1615,1465,2340,250,130,0,50,35,67,49
1,1,9875,998,68,6000,93,157,14.2,4.6,108,880,3410,1615,1465,2340,310,130,0,50,35,67,49
1,1,10875,998,68,6000,93,157,14.2,4.6,108,880,3410,1615,1465,2340,310,130,0,50,35,67,49
1,1,11475,998,68,6000,93,157,14.9,4.6,109,935,3410,1615,1465,2340,255,130,0,50,35,67,49
1,1,11875,998,68,6000,93,157,14.2,4.6,108,880,3410,1615,1465,2340,310,130,0,50,35,67,49
1,1,12475,998,68,6000,93,157,14.9,4.6,109,935,3410,1615,1465,2340,255,130,0,50,35,67,49
1,1,11675,998,70,6000,93,155,15.7,5.4,127,1055,3750,1695,1530,2460,385,275,750,70,42,67,49
1,1,13125,998,70,6000,93,155,15.7,5.4,127,1055,3750,1695,1530,2460,385,275,750,70,42,67,49
1,1,14575,998,70,6000,93,155,15.7,5.4,127,1055,3750,1695,1530,2460,385,275,750,70,42,67,49
1,1,13825,1298,87,6000,121,170,11.5,6,141,1085,3750,1695,1530,2460,395,275,900,70,42,87,49
1,1,15275,1298,87,6000,121,170,11.5,6,141,1085,3750,1695,1530,2460,395,275,900,70,42,87,49
1,1,16025,1298,87,6000,121,170,13.1,5.8,136,1100,3750,1695,1530,2460,380,275,750,70,42,87,49
1,1,16775,1298,87,6000,121,170,11.5,6,141,1085,3750,1695,1530,2460,395,275,900,70,42,87,49
1,1,17525,1298,87,6000,121,170,13.1,5.8,136,1100,3750,1695,1530,2460,380,275,750,70,42,87,49
1,1,17775,1798,133,6000,173,194,9.3,7.2,170,1190,3750,1695,1530,2460,355,275,1050,70,42,121,49
2,1,15275,1364,90,3800,190,175,10.7,4.5,119,1130,3750,1695,1530,2460,395,275,1050,70,42,232,49
2,1,16725,1364,90,3800,190,175,10.7,4.5,119,1130,3750,1695,1530,2460,395,275,1050,70,42,232,49
2,1,17475,1364,90,3800,190,175,11.8,4.5,119,1135,3750,1695,1530,2460,390,275,950,70,42,232,49
2,1,18255,1364,90,3800,190,175,10.7,4.5,119,1130,3750,1695,1530,2460,395,275,1050,70,42,232,49
2,1,18975,1364,90,3800,190,175,11.8,4.5,119,1135,3750,1695,1530,2460,390,275,950,70,42,232,49
1,1,12375,998,70,6000,93,155,15.7,5.4,127,1055,3750,1695,1530,2460,385,275,750,70,42,67,49
1,1,13825,998,70,6000,93,155,15.7,5.4,127,1055,3750,1695,1530,2460,385,275,750,70,42,67,49
1,1,15275,998,70,6000,93,155,15.7,5.4,127,1055,3750,1695,1530,2460,385,275,750,70,42,67,49
1,1,14525,1298,87,6000,121,170,11.5,6,141,1085,3750,1695,1530,2460,395,275,900,70,42,87,49
1,1,15975,1298,87,6000,121,170,11.5,6,141,1085,3750,1695,1530,2460,395,275,900,70,42,87,49
1,1,16725,1298,87,6000,121,170,13.1,5.8,136,1100,3750,1695,1530,2460,380,275,750,70,42,87,49
1,1,17475,1298,87,6000,121,170,11.5,6,141,1085,3750,1695,1530,2460,395,275,900,70,42,87,49
1,1,18225,1298,87,6000,121,170,13.1,5.8,136,1100,3750,1695,1530,2460,380,275,750,70,42,87,49
1,1,18475,1798,133,6000,173,194,9.3,7.2,170,1190,3750,1695,1530,2460,355,275,1050,70,42,121,49
2,1,15975,1364,90,3800,190,175,10.7,4.5,119,1130,3750,1695,1530,2460,395,275,1050,70,42,232,49
2,1,17425,1364,90,3800,190,175,10.7,4.5,119,1130,3750,1695,1530,2460,395,275,1050,70,42,232,49
2,1,18175,1364,90,3800,190,175,11.8,4.5,119,1135,3750,1695,1530,2460,390,275,950,70,42,232,49
2,1,18925,1364,90,3800,190,175,10.7,4.5,119,1130,3750,1695,1530,2460,395,275,1050,70,42,232,49
2,1,19675,1364,90,3800,190,175,11.8,4.5,119,1135,3750,1695,1530,2460,390,275,950,70,42,232,49
1,9,21150,1598,110,6000,150,175,12.7,7.5,178,1420,4370,1770,1620,2750,615,423,1200,100,60,108,49
1,9,23800,1598,110,6000,150,175,12.7,7.5,178,1420,4370,1770,1620,2750,615,63,1200,100,60,108,49
1,9,24400,1794,129,6000,170,195,10.8,7.7,184,1435,4370,1770,1620,2750,600,63,1300,100,60,121,49
1,9,25200,1794,129,6000,170,195,12.7,7.5,179,1445,4370,1770,1620,2750,590,63,1300,100,60,121,49
1,9,27750,1794,129,6000,170,195,10.8,7.7,184,1435,4370,1770,1620,2750,600,63,1300,100,60,121,49
1,9,28550,1794,129,6000,170,195,12.7,7.5,179,1445,4370,1770,1620,2750,590,63,1300,100,60,121,49
2,9,23550,2231,136,3600,310,195,10.2,6.6,173,1575,4370,1770,1620,2750,585,423,1300,100,55,355,49
2,9,26200,2231,136,3600,310,195,10.2,6.6,173,1575,4370,1770,1620,2750,585,63,1300,100,55,355,49
2,9,29550,2231,136,3600,310,195,10.2,6.6,173,1575,4370,1770,1620,2750,585,63,1300,100,55,355,49
2,9,28150,2231,177,3600,400,205,9,6.8,178,1590,4370,1770,1625,2750,575,63,1300,100,55,355,49
2,9,31050,2231,177,3600,400,205,9,6.8,178,1590,4370,1770,1625,2750,575,63,1300,100,55,355,49
1,1,15700,1398,97,6000,130,170,13,6.9,163,1295,4220,1760,1515,2600,425,354,1000,75,55,94,49
1,1,17450,1398,97,6000,130,170,13,6.9,163,1295,4220,1760,1515,2600,425,354,1000,75,55,94,49
1,1,18100,1398,97,6000,130,170,13,6.9,163,1295,4220,1760,1515,2600,425,354,1000,75,55,94,49
1,1,18250,1598,124,6000,157,190,10.4,7.1,166,1305,4220,1760,1515,2600,445,354,1300,75,55,108,49
1,1,19100,1598,124,6000,157,190,12.1,6.9,161,1305,4220,1760,1515,2600,445,354,1200,75,55,108,49
1,1,19100,1598,124,6000,157,190,10.4,7.1,166,1305,4220,1760,1515,2600,445,354,1300,75,55,108,49
1,1,19950,1598,124,6000,157,190,12.1,6.9,161,1305,4220,1760,1515,2600,445,354,1200,75,55,108,49
2,1,19400,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,21150,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,22000,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,24600,2231,177,3600,400,210,8.1,6.2,164,1510,4220,1760,1505,2600,410,354,1500,75,55,355,49
1,1,16400,1398,97,6000,130,170,13,6.9,163,1295,4220,1760,1515,2600,425,354,1000,75,55,94,49
1,1,18150,1398,97,6000,130,170,13,6.9,163,1295,4220,1760,1515,2600,425,354,1000,75,55,94,49
1,1,18800,1398,97,6000,130,170,13,6.9,163,1295,4220,1760,1515,2600,425,354,1000,75,55,94,49
1,1,18950,1598,124,6000,157,190,10.4,7.1,166,1305,4220,1760,1515,2600,445,354,1300,75,55,108,49
1,1,19800,1598,124,6000,157,190,12.1,6.9,161,1305,4220,1760,1515,2600,445,354,1200,75,55,108,49
1,1,19800,1598,124,6000,157,190,10.4,7.1,166,1305,4220,1760,1515,2600,445,354,1300,75,55,108,49
1,1,20650,1598,124,6000,157,190,12.1,6.9,161,1305,4220,1760,1515,2600,445,354,1200,75,55,108,49
1,1,21450,1598,124,6000,157,190,10.4,7.1,166,1305,4220,1760,1515,2600,445,354,1300,75,55,108,49
1,1,22300,1598,124,6000,157,190,12.1,6.9,161,1305,4220,1760,1515,2600,445,354,1200,75,55,108,49
2,1,20100,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,21850,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,22700,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,24300,1998,126,3600,300,195,10.3,5.7,151,1460,4220,1760,1515,2600,430,354,1500,75,55,308,49
2,1,25300,2231,177,3600,400,210,8.1,6.2,164,1510,4220,1760,1505,2600,410,354,1500,75,55,355,49
1,1,23550,1794,129,6000,170,200,10,7.2,171,1360,4645,1760,1480,2700,460,510,1300,90,60,121,49
1,1,24800,1794,129,6000,170,200,10,7.2,171,1360,4645,1760,1480,2700,460,510,1300,90,60,121,49
1,1,26250,1794,129,6000,170,195,11.4,7.7,187,1380,4645,1760,1480,2700,440,510,1300,90,60,121,49
1,1,27950,1794,129,6000,170,200,10,7.2,171,1360,4645,1760,1480,2700,460,510,1300,90,60,121,49
1,1,29400,1794,129,6000,170,195,11.4,7.7,187,1380,4645,1760,1480,2700,440,510,1300,90,60,121,49
1,1,26100,1998,147,5700,196,210,9.1,8.1,191,1420,4645,1760,1480,2700,475,510,1400,90,60,135,49
1,1,27550,1998,147,5700,196,205,9.9,9.2,221,1450,4645,1760,1480,2700,445,510,1400,90,60,135,49
1,1,29450,1998,147,5700,196,210,9.1,8.1,191,1420,4645,1760,1480,2700,475,510,1400,90,60,135,49
1,1,30900,1998,147,5700,196,205,9.9,9.2,221,1450,4645,1760,1480,2700,445,510,1400,90,60,135,49
1,1,32150,2362,163,5800,230,220,9.3,9.5,227,1465,4645,1760,1480,2700,440,510,1400,90,60,162,49
2,1,25350,1995,126,3600,300,200,10.6,5.8,152,1515,4645,1760,1480,2700,455,510,1300,90,60,308,49
2,1,26800,1995,126,3600,300,200,10.6,5.8,152,1515,4645,1760,1480,2700,455,510,1300,90,60,308,49
2,1,29950,1995,126,3600,300,200,10.6,5.8,152,1515,4645,1760,1480,2700,455,510,1300,90,60,308,49
2,1,29400,2231,177,3600,400,220,8.6,6.1,161,1540,4645,1760,1480,2700,430,510,1300,90,60,355,49
2,1,32050,2231,177,3600,400,220,8.6,6.1,161,1540,4645,1760,1480,2700,430,510,1300,90,60,355,49
1,2,23050,1794,129,6000,170,200,10,7.2,171,1355,4645,1760,1480,2700,465,520,1300,90,60,121,49
1,2,24300,1794,129,6000,170,200,10,7.2,171,1355,4645,1760,1480,2700,465,520,1300,90,60,121,49
1,2,25750,1794,129,6000,170,195,11.4,7.7,187,1375,4645,1760,1480,2700,445,520,1300,90,60,121,49
1,2,27450,1794,129,6000,170,200,10,7.2,171,1355,4645,1760,1480,2700,465,520,1300,90,60,121,49
1,2,28900,1794,129,6000,170,195,11.4,7.7,187,1375,4645,1760,1480,2700,445,520,1300,90,60,121,49
1,2,25600,1998,147,5700,196,210,9.1,8.1,191,1415,4645,1760,1480,2700,480,520,1400,90,60,135,49
1,2,28950,1998,147,5700,196,205,9.9,9.2,221,1445,4645,1760,1480,2700,450,520,1400,90,60,135,49
1,2,27050,1998,147,5700,196,210,9.1,8.1,191,1415,4645,1760,1480,2700,480,520,1400,90,60,135,49
1,2,30400,1998,147,5700,196,205,9.9,9.2,221,1445,4645,1760,1480,2700,450,520,1400,90,60,135,49
1,2,31650,2362,163,5800,230,220,9.3,9.5,227,1460,4645,1760,1480,2700,445,520,1400,90,60,162,49
2,2,24850,1995,126,3600,300,200,10.6,5.8,152,1510,4645,1760,1480,2700,460,520,1300,90,60,308,49
2,2,26300,1995,126,3600,300,200,10.6,5.8,152,1510,4645,1760,1480,2700,460,520,1300,90,60,308,49
2,2,29450,1995,126,3600,300,200,10.6,5.8,152,1510,4645,1760,1480,2700,460,520,1300,90,60,308,49
2,2,28900,2231,177,3600,400,220,8.6,6.1,161,1535,4645,1760,1480,2700,435,520,1300,90,60,355,49
2,2,31550,2231,177,3600,400,220,8.6,6.1,161,1535,4645,1760,1480,2700,435,520,1300,90,60,355,49
1,2,22700,1598,132,6400,160,200,10.4,6.5,152,1365,4695,1810,1480,2700,585,509,1400,0,60,108,49
1,2,24000,1598,132,6400,160,200,10.4,6.5,152,1365,4695,1810,1480,2700,585,509,1400,0,60,108,49
1,2,25200,1798,147,6400,180,200,9.4,6.5,154,1370,4695,1810,1480,2700,630,509,1500,0,60,121,49
1,2,26600,1798,147,6400,180,200,10.4,6.7,157,1405,4695,1810,1480,2700,615,509,1600,0,60,121,49
1,2,27850,1798,147,6400,180,200,9.4,6.5,154,1370,4695,1810,1480,2700,630,509,1500,0,60,121,49
1,2,29250,1798,147,6400,180,200,10.4,6.7,157,1405,4695,1810,1480,2700,615,509,1600,0,60,121,49
1,2,28650,1987,152,6200,196,205,9,6.9,163,1400,4695,1810,1480,2700,620,509,1500,0,60,135,49
1,2,30250,1987,152,6200,196,205,10,7,164,1435,4695,1810,1480,2700,615,509,1800,0,60,135,49
2,2,24950,1998,126,3600,310,200,9.7,5.4,141,1490,4695,1810,1480,2700,610,509,1600,0,60,308,49
