"height","lengthe","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","class"
17,382,6494,22.47,0.36,0.57,5.46,2355,3680,431,0
11,20,220,1.82,0.57,0.9,8.93,125,197,14,0
16,181,2896,11.31,0.4,0.76,5.1,1157,2198,227,0
11,198,2178,18,0.38,0.77,2.9,834,1683,288,0
7,79,553,11.29,0.57,0.97,3.56,313,535,88,0
8,82,656,10.25,0.41,0.8,2.78,270,527,97,0
10,155,1550,15.5,0.33,0.69,2.47,514,1065,208,0
11,72,792,6.55,0.67,0.94,6.35,527,743,83,0
24,120,2880,5,0.93,0.97,21.36,2670,2800,125,0
16,344,5504,21.5,0.39,0.66,5.2,2121,3643,408,0
12,11,132,0.92,0.65,0.74,12.29,86,97,7,0
13,135,1755,10.39,0.49,0.83,5.5,864,1462,157,0
9,78,702,8.67,0.46,0.89,3.33,326,625,98,0
31,322,9982,10.39,0.69,0.75,16.87,6881,7519,408,0
16,391,6256,24.44,0.4,0.67,5.26,2508,4219,477,0
3,4,12,1.33,0.92,0.92,11,11,11,1,0
11,20,220,1.82,0.56,0.92,8.86,124,202,14,0
11,70,770,6.36,0.38,0.64,3.53,293,492,83,0
39,353,13767,9.05,0.56,0.61,16.89,7667,8370,454,0
16,415,6640,25.94,0.39,0.68,5.17,2582,4480,499,0
12,20,240,1.67,0.55,0.84,8.19,131,201,16,0
16,205,3280,12.81,0.4,0.8,5.36,1314,2622,245,0
11,195,2145,17.73,0.36,0.78,3,768,1676,256,0
24,170,4080,7.08,0.92,1,15.9,3768,4068,237,0
16,359,5744,22.44,0.38,0.65,5.41,2158,3747,399,0
12,22,264,1.83,0.55,0.84,7.68,146,222,19,0
16,341,5456,21.31,0.38,0.72,5.23,2060,3949,394,0
9,70,630,7.78,0.43,0.85,2.79,273,536,98,0
25,203,5075,8.12,0.84,0.93,15.22,4246,4713,279,0
16,408,6528,25.5,0.39,0.64,5.28,2546,4204,482,0
11,22,242,2,0.65,0.85,8.72,157,205,18,0
15,222,3330,14.8,0.41,0.73,5.34,1378,2425,258,0
10,59,590,5.9,0.4,0.79,2.98,238,467,80,0
7,80,560,11.43,0.5,0.85,3.54,280,475,79,0
9,82,738,9.11,0.34,0.82,2.49,249,606,100,0
9,155,1395,17.22,0.37,0.72,2.54,511,1008,201,0
12,71,852,5.92,0.61,0.86,6.4,518,735,81,0
24,309,7416,12.88,0.92,0.98,17.51,6828,7295,390,0
15,356,5340,23.73,0.41,0.63,5.29,2167,3342,410,0
11,19,209,1.73,0.58,0.96,7.56,121,200,16,0
17,389,6613,22.88,0.34,0.68,5,2273,4481,455,0
11,56,616,5.09,0.39,0.7,3.09,238,431,77,0
12,22,264,1.83,0.62,0.79,9.65,164,208,17,0
16,424,6784,26.5,0.37,0.56,5.34,2514,3820,471,0
3,4,12,1.33,0.92,0.92,11,11,11,1,0
17,96,1632,5.65,0.37,0.68,5.15,597,1101,116,0
9,87,783,9.67,0.44,0.96,2.37,348,753,147,0
23,120,2760,5.22,0.94,1,17.44,2599,2760,149,0
16,389,6224,24.31,0.36,0.57,5.35,2268,3544,424,0
12,22,264,1.83,0.58,0.81,7.65,153,215,20,0
14,62,868,4.43,0.43,0.65,5.97,376,561,63,0
11,161,1771,14.64,0.33,0.65,2.71,589,1152,217,0
23,198,4554,8.61,0.92,1,14.93,4210,4548,282,0
16,337,5392,21.06,0.36,0.6,5.19,1956,3225,377,0
11,23,253,2.09,0.59,0.83,8.22,148,211,18,0
16,393,6288,24.56,0.34,0.65,5.13,2145,4103,418,0
10,256,2560,25.6,0.36,0.77,2.84,928,1959,327,0
16,337,5392,21.06,0.37,0.61,5.15,1992,3276,387,0
12,22,264,1.83,0.54,0.85,8.35,142,225,17,0
17,398,6766,23.41,0.32,0.61,5.3,2162,4117,408,0
16,212,3392,13.25,0.38,0.69,5.75,1276,2349,222,0
10,256,2560,25.6,0.37,0.78,2.95,951,1995,322,0
3,424,1272,141.33,0.54,0.56,136.6,683,709,5,0
9,83,747,9.22,0.36,0.91,2.77,266,683,96,0
9,155,1395,17.22,0.35,0.73,2.44,483,1020,198,0
11,71,781,6.46,0.67,0.94,6.19,520,732,84,0
23,137,3151,5.96,0.86,0.93,16.64,2695,2943,162,0
12,20,240,1.67,0.53,0.85,9,126,205,14,0
16,399,6384,24.94,0.37,0.58,5.34,2357,3685,441,0
16,227,3632,14.19,0.41,0.73,4.97,1490,2654,300,0
12,69,828,5.75,0.33,0.63,2.81,275,518,98,0
16,382,6112,23.88,0.38,0.6,5.16,2292,3670,444,0
11,20,220,1.82,0.58,0.88,8.47,127,194,15,0
11,87,957,7.91,0.32,0.63,2.65,305,601,115,0
16,309,4944,19.31,0.38,0.55,5.38,1890,2713,351,0
11,22,242,2,0.6,0.81,8.59,146,196,17,0
15,356,5340,23.73,0.4,0.74,5.32,2127,3940,400,0
12,284,3408,23.67,0.33,0.73,2.87,1109,2471,386,0
15,294,4410,19.6,0.4,0.65,5.28,1743,2872,330,0
11,22,242,2,0.58,0.81,7.78,140,195,18,0
16,183,2928,11.44,0.41,0.79,4.81,1208,2305,251,0
11,81,891,7.36,0.34,0.7,2.77,302,619,109,0
24,334,8016,13.92,0.89,0.97,14.3,7164,7740,501,0
12,22,264,1.83,0.54,0.78,8.94,143,207,16,0
16,405,6480,25.31,0.38,0.6,5.3,2476,3863,467,0
3,4,12,1.33,0.83,0.92,10,10,11,1,0
16,424,6784,26.5,0.37,0.72,5.16,2518,4879,488,0
11,302,3322,27.46,0.38,0.8,2.81,1260,2670,448,0
7,54,378,7.71,0.5,0.85,3.42,188,321,55,0
82,314,25748,3.83,0.3,0.5,10.84,7618,12923,703,0
1,9,9,9,1,1,9,9,9,1,0
9,82,738,9.11,0.31,0.7,2.86,226,513,79,0
9,155,1395,17.22,0.38,0.72,2.53,524,1007,207,0
12,72,864,6,0.64,0.92,6.12,551,793,90,0
23,125,2875,5.44,0.95,1,20.75,2739,2875,132,0
16,376,6016,23.5,0.37,0.58,5.57,2232,3490,401,0
12,10,120,0.83,0.68,0.78,11.57,81,94,7,0
16,352,5632,22,0.39,0.74,5.25,2196,4157,418,0
11,236,2596,21.46,0.35,0.8,2.91,920,2084,316,0
3,4,12,1.33,1,1,12,12,12,1,0
11,19,209,1.73,0.6,0.95,7.35,125,198,17,0
15,154,2310,10.27,0.42,0.7,5.84,976,1626,167,0
16,417,6672,26.06,0.38,0.65,5.29,2543,4349,481,0
12,404,4848,33.67,0.33,0.67,2.82,1617,3267,573,0
24,135,3240,5.63,0.91,0.97,18.69,2953,3131,158,0
12,216,2592,18,0.51,0.76,5.3,1315,1981,248,0
11,22,242,2,0.63,0.86,8.05,153,209,19,0
15,268,4020,17.87,0.41,0.73,5.1,1661,2940,326,0
3,4,12,1.33,0.92,0.92,11,11,11,1,0
11,94,1034,8.55,0.38,0.68,3.12,393,700,126,0
17,403,6851,23.71,0.35,0.52,5.43,2388,3568,440,0
11,22,242,2,0.62,0.88,9.44,151,213,16,0
10,57,570,5.7,0.41,0.74,2.94,232,421,79,0
16,356,5696,22.25,0.38,0.58,5.8,2150,3279,371,0
12,22,264,1.83,0.57,0.84,7.5,150,221,20,0
16,439,7024,27.44,0.38,0.72,5.09,2696,5084,530,0
11,436,4796,39.64,0.34,0.76,2.86,1612,3623,564,0
8,94,752,11.75,0.49,0.92,3.07,365,693,119,0
16,410,6560,25.63,0.38,0.57,5.55,2497,3731,450,0
11,22,242,2,0.6,0.89,8.59,146,215,17,0
16,243,3888,15.19,0.39,0.71,5.5,1530,2756,278,0
11,378,4158,34.36,0.33,0.68,2.95,1371,2846,465,0
6,57,342,9.5,0.45,0.91,2.46,155,310,63,0
8,104,832,13,0.58,0.87,3.71,478,724,129,0
8,64,512,8,0.54,0.95,3.85,277,485,72,0
77,271,20867,3.52,0.48,0.74,11.28,9981,15523,885,0
9,268,2412,29.78,0.47,0.69,6.3,1122,1675,178,0
9,230,2070,25.56,0.4,0.87,2.63,826,1800,314,0
9,150,1350,16.67,0.28,0.76,1.76,384,1020,218,0
8,13,104,1.63,0.66,0.82,6.9,69,85,10,0
8,157,1256,19.63,0.45,0.99,2.55,560,1240,220,0
9,232,2088,25.78,0.27,0.78,1.76,573,1633,326,0
8,13,104,1.63,0.64,0.79,8.25,66,82,8,0
10,248,2480,24.8,0.36,0.73,2.6,883,1807,340,0
10,177,1770,17.7,0.26,0.69,1.77,461,1226,261,0
8,13,104,1.63,0.68,0.82,7.1,71,85,10,0
9,171,1539,19,0.4,0.78,2.87,615,1198,214,0
8,48,384,6,0.35,0.9,1.68,136,346,81,0
7,13,91,1.86,0.78,0.99,7.89,71,90,9,0
10,316,3160,31.6,0.37,0.67,2.74,1158,2126,422,0
9,281,2529,31.22,0.27,0.86,1.73,687,2164,398,0
7,13,91,1.86,0.79,0.98,6,72,89,12,0
10,268,2680,26.8,0.49,0.75,6.02,1325,2022,220,0
9,276,2484,30.67,0.39,0.85,2.58,964,2102,373,0
9,278,2502,30.89,0.26,0.8,1.62,645,1997,398,0
8,13,104,1.63,0.63,0.82,5.91,65,85,11,0
9,358,3222,39.78,0.39,0.86,2.36,1240,2782,525,0
8,170,1360,21.25,0.28,0.89,1.6,377,1210,236,0
7,19,133,2.71,0.66,0.93,4.89,88,123,18,0
10,269,2690,26.9,0.31,0.5,5.15,824,1335,160,0
10,398,3980,39.8,0.34,0.75,2.44,1361,2965,557,0
7,80,560,11.43,0.36,0.96,1.63,202,538,124,0
8,12,96,1.5,0.58,0.81,6.22,56,78,9,0
10,238,2380,23.8,0.35,0.73,2.85,840,1730,295,0
10,88,880,8.8,0.26,0.67,1.82,226,588,124,0
7,13,91,1.86,0.67,0.89,7.63,61,81,8,0
10,279,2790,27.9,0.38,0.69,2.7,1052,1916,389,0
9,80,720,8.89,0.3,0.84,1.8,219,603,122,0
7,19,133,2.71,0.66,0.91,5.18,88,121,17,0
10,268,2680,26.8,0.4,0.59,5.88,1058,1581,180,0
9,162,1458,18,0.25,0.53,2.69,371,769,138,0
8,162,1296,20.25,0.2,0.41,3.12,265,534,85,0
8,109,872,13.63,0.45,0.96,2.47,390,836,158,0
9,163,1467,18.11,0.26,0.51,2.98,387,748,130,0
8,162,1296,20.25,0.33,0.79,2.85,424,1024,149,0
9,163,1467,18.11,0.26,0.55,2.82,386,805,137,0
8,163,1304,20.38,0.38,0.98,2.79,500,1280,179,0
10,162,1620,16.2,0.29,0.73,2.71,477,1183,176,0
3,104,312,34.67,0.61,0.68,9.95,189,213,19,0
8,184,1472,23,0.24,0.78,1.64,349,1144,213,0
7,5,35,0.71,0.83,0.83,29,29,29,1,0
6,130,780,21.67,0.25,0.53,2.05,197,412,96,0
4,17,68,4.25,0.19,0.65,1.86,13,44,7,0
8,1,8,0.13,1,1,8,8,8,1,0
87,116,10092,1.33,0.41,0.42,104.95,4093,4194,39,0
15,29,435,1.93,0.52,0.97,4.15,228,422,55,0
77,257,19789,3.34,0.47,0.49,72.47,9204,9689,127,0
59,84,4956,1.42,0.66,0.71,148.36,3264,3517,22,0
11,63,693,5.73,0.41,0.8,3.08,286,557,93,0
11,30,330,2.73,0.47,0.82,4.16,154,272,37,0
17,19,323,1.12,0.36,0.38,58.5,117,123,2,0
17,24,408,1.41,0.43,0.74,4.7,174,300,37,0
9,159,1431,17.67,0.25,0.61,1.93,356,866,184,0
9,168,1512,18.67,0.27,0.66,1.89,405,1000,214,0
8,131,1048,16.38,0.25,0.8,1.46,258,834,177,0
8,206,1648,25.75,0.24,0.79,1.64,389,1307,237,0
6,217,1302,36.17,0.25,0.68,1.52,326,890,214,0
6,184,1104,30.67,0.27,0.7,1.54,300,770,195,0
7,243,1701,34.71,0.22,0.53,1.62,372,898,230,0
7,219,1533,31.29,0.2,0.62,1.44,299,946,207,0
7,110,770,15.71,0.21,0.63,1.38,162,483,117,0
7,128,896,18.29,0.27,0.72,1.69,237,645,140,0
17,21,357,1.24,0.37,0.61,16.63,133,219,8,0
17,23,391,1.35,0.42,0.81,6.56,164,316,25,0
17,171,2907,10.06,0.21,0.42,2.42,606,1226,250,0
9,166,1494,18.44,0.27,0.61,1.88,409,905,217,0
9,73,657,8.11,0.3,0.63,2.55,196,412,77,0
9,125,1125,13.89,0.21,0.6,1.69,236,676,140,0
8,109,872,13.63,0.22,0.6,1.61,191,519,119,0
5,27,135,5.4,0.3,0.5,3.08,40,67,13,0
8,76,608,9.5,0.23,0.51,1.88,141,310,75,0
4,18,72,4.5,0.18,0.78,6.5,13,56,2,0
7,240,1680,34.29,0.22,0.54,1.64,362,904,221,0
5,51,255,10.2,0.31,0.83,1.63,80,212,49,0
8,231,1848,28.88,0.23,0.57,1.64,421,1052,257,0
7,231,1617,33,0.26,0.64,1.71,420,1035,246,0
4,19,76,4.75,0.42,0.92,1.78,32,70,18,0
5,70,350,14,0.18,0.42,1.4,63,146,45,0
5,203,1015,40.6,0.24,0.86,1.3,243,872,187,0
18,22,396,1.22,0.37,0.51,14.5,145,203,10,0
9,161,1449,17.89,0.27,0.52,2.41,396,755,164,0
17,24,408,1.41,0.43,0.79,4.46,174,323,39,0
18,158,2844,8.78,0.2,0.42,2.46,563,1190,229,0
9,92,828,10.22,0.29,0.69,1.93,238,575,123,0
6,48,288,8,0.32,0.97,1.57,91,278,58,0
8,95,760,11.88,0.19,0.65,1.34,142,490,106,0
7,227,1589,32.43,0.22,0.51,1.6,345,809,215,0
7,243,1701,34.71,0.2,0.48,1.48,336,817,227,0
8,242,1936,30.25,0.17,0.41,1.45,331,792,228,0
8,192,1536,24,0.21,0.58,1.57,318,889,203,0
7,98,686,14,0.21,0.49,1.42,142,337,100,0
17,22,374,1.29,0.43,0.77,4.68,159,286,34,0
8,152,1216,19,0.27,0.62,2,328,757,164,0
17,11,187,0.65,0.33,0.43,10.17,61,81,6,0
17,11,187,0.65,0.42,0.65,9.75,78,121,8,0
10,141,1410,14.1,0.24,0.65,2.25,333,910,148,0
6,46,276,7.67,0.32,0.88,1.48,89,242,60,0
8,229,1832,28.63,0.17,0.48,1.57,308,887,196,0
8,113,904,14.13,0.21,0.76,1.41,190,686,135,0
5,69,345,13.8,0.25,0.63,1.51,86,218,57,0
5,34,170,6.8,0.14,0.59,1.26,24,101,19,0
5,58,290,11.6,0.2,0.75,1.41,58,216,41,0
5,36,180,7.2,0.21,0.79,1.52,38,142,25,0
5,46,230,9.2,0.17,0.8,1.43,40,185,28,0
7,135,945,19.29,0.16,0.75,1.23,147,712,120,0
5,118,590,23.6,0.15,0.5,1.44,91,293,63,0
3,5,15,1.67,0.53,0.8,4,8,12,2,0
7,145,1015,20.71,0.21,0.66,1.5,210,668,140,0
7,91,637,13,0.16,0.54,1.46,104,341,71,0
5,177,885,35.4,0.23,0.5,1.71,200,441,117,0
17,22,374,1.29,0.32,0.41,8.57,120,152,14,0
9,150,1350,16.67,0.24,0.58,1.75,320,782,183,0
17,24,408,1.41,0.4,0.84,4.79,163,342,34,0
8,117,936,14.63,0.17,0.64,1.3,162,601,125,0
19,130,2470,6.84,0.21,0.65,1.93,514,1606,267,0
7,239,1673,34.14,0.16,0.48,1.51,268,797,177,0
7,110,770,15.71,0.17,0.45,1.25,134,344,107,0
6,47,282,7.83,0.18,0.45,1.61,50,127,31,0
4,25,100,6.25,0.28,0.71,1.33,28,71,21,0
6,104,624,17.33,0.23,0.86,1.32,146,538,111,0
4,31,124,7.75,0.42,0.94,1.58,52,117,33,0
7,192,1344,27.43,0.14,0.39,1.36,183,518,135,0
7,162,1134,23.14,0.1,0.24,1.49,109,266,73,0
8,208,1664,26,0.19,0.49,1.65,323,817,196,0
17,22,374,1.29,0.41,0.76,4.5,153,283,34,0
10,189,1890,18.9,0.26,0.52,2.34,498,973,213,0
5,92,460,18.4,0.29,0.6,1.38,132,278,96,0
7,111,777,15.86,0.25,0.88,1.5,197,686,131,0
18,24,432,1.33,0.45,0.75,5.76,196,324,34,0
8,231,1848,28.88,0.21,0.54,1.65,389,1003,236,0
18,185,3330,10.28,0.16,0.36,2.39,544,1193,228,0
8,242,1936,30.25,0.23,0.61,1.72,450,1183,262,0
7,48,336,6.86,0.3,0.61,1.67,100,206,60,0
6,60,360,10,0.29,0.82,1.57,105,296,67,0
7,211,1477,30.14,0.26,0.65,1.7,380,965,223,0
5,17,85,3.4,0.38,0.74,2.91,32,63,11,0
7,223,1561,31.86,0.21,0.66,1.4,320,1036,229,0
7,67,469,9.57,0.26,0.55,1.7,121,257,71,0
23,249,5727,10.83,0.77,0.96,16.33,4409,5488,270,0
17,23,391,1.35,0.37,0.62,10.43,146,243,14,0
9,169,1521,18.78,0.26,0.62,1.82,396,942,217,0
9,100,900,11.11,0.25,0.64,1.83,222,573,121,0
6,71,426,11.83,0.33,0.96,1.57,140,408,89,0
8,210,1680,26.25,0.18,0.48,1.44,299,811,208,0
4,44,176,11,0.27,0.61,1.81,47,108,26,0
7,97,679,13.86,0.2,0.46,1.68,133,313,79,0
5,107,535,21.4,0.25,0.91,1.43,132,487,92,0
17,34,578,2,0.12,0.16,17.75,71,90,4,0
19,201,3819,10.58,0.24,0.57,2.07,909,2164,439,0
7,213,1491,30.43,0.24,0.75,1.5,351,1112,234,0
6,28,168,4.67,0.33,0.59,2.12,55,99,26,0
7,98,686,14,0.25,0.61,1.53,174,417,114,0
7,133,931,19,0.21,0.56,1.75,196,520,112,0
7,72,504,10.29,0.24,0.65,1.7,119,328,70,0
79,159,12561,2.01,0.32,0.37,51.4,4009,4623,78,0
77,245,18865,3.18,0.45,0.52,32.67,8396,9871,257,0
74,183,13542,2.47,0.54,0.61,127,7366,8289,58,0
9,153,1377,17,0.3,0.85,2.06,419,1168,203,0
10,58,580,5.8,0.4,0.89,2.81,233,518,83,0
14,192,2688,13.71,0.23,0.59,2.28,628,1584,275,0
16,12,192,0.75,0.53,0.83,7.21,101,160,14,0
14,284,3976,20.29,0.24,0.7,2.24,938,2777,419,0
9,225,2025,25,0.2,0.74,1.41,400,1501,283,0
10,325,3250,32.5,0.22,0.69,1.51,700,2248,463,0
9,333,2997,37,0.24,0.67,1.57,711,2011,452,0
9,197,1773,21.89,0.27,0.7,1.74,485,1240,278,0
9,58,522,6.44,0.35,0.67,2.29,183,349,80,0
13,323,4199,24.85,0.26,0.56,2.4,1076,2340,449,0
17,24,408,1.41,0.36,0.71,5.88,147,289,25,0
7,37,259,5.29,0.52,0.95,3.14,135,247,43,0
9,184,1656,20.44,0.21,0.8,1.46,354,1322,242,0
9,44,396,4.89,0.34,0.68,2.55,135,268,53,0
10,330,3300,33,0.21,0.67,1.61,684,2215,425,0
9,33,297,3.67,0.34,0.68,2.53,101,201,40,0
10,292,2920,29.2,0.2,0.65,1.5,594,1896,397,0
7,50,350,7.14,0.27,0.74,1.45,93,259,64,0
4,93,372,23.25,0.31,0.76,1.66,116,284,70,0
6,94,564,15.67,0.18,0.93,1.32,104,527,79,0
13,284,3692,21.85,0.21,0.55,1.87,758,2040,405,0
6,94,564,15.67,0.19,0.87,1.63,106,493,65,0
16,24,384,1.5,0.39,0.94,4.72,151,359,32,0
5,94,470,18.8,0.23,0.85,1.39,110,397,79,0
12,167,2004,13.92,0.23,0.75,1.93,451,1507,234,0
5,94,470,18.8,0.18,0.8,1.62,86,375,53,0
4,95,380,23.75,0.31,0.98,1.51,118,372,78,0
7,61,427,8.71,0.24,0.79,1.47,103,339,70,0
6,95,570,15.83,0.21,0.67,1.63,119,380,73,0
6,93,558,15.5,0.24,0.71,1.71,133,397,78,0
10,288,2880,28.8,0.19,0.56,1.5,549,1624,365,0
5,93,465,18.6,0.35,1,1.66,163,465,98,0
1,18,18,18,0.39,1,3.5,7,18,2,0
10,323,3230,32.3,0.2,0.68,1.38,641,2183,465,0
5,95,475,19,0.26,0.79,1.73,121,374,70,0
6,97,582,16.17,0.23,0.85,1.55,135,496,87,0
10,293,2930,29.3,0.21,0.6,1.53,606,1746,397,0
5,96,480,19.2,0.34,0.74,2.13,164,354,77,0
6,96,576,16,0.31,0.93,1.73,178,533,103,0
6,96,576,16,0.34,0.7,2.44,193,405,79,0
6,96,576,16,0.26,0.74,1.69,149,426,88,0
17,24,408,1.41,0.41,0.81,4.88,166,330,34,0
13,239,3107,18.39,0.24,0.62,2.16,742,1912,343,0
5,63,315,12.6,0.37,0.93,2,116,292,58,0
8,298,2384,37.25,0.24,0.79,1.5,576,1886,383,0
6,96,576,16,0.32,0.7,2.3,184,405,80,0
5,96,480,19.2,0.4,0.82,2.77,194,392,70,0
7,56,392,8,0.33,0.79,1.65,129,310,78,0
5,94,470,18.8,0.28,0.95,1.63,130,444,80,0
10,330,3300,33,0.23,0.77,1.44,744,2545,518,0
6,96,576,16,0.31,0.64,2.44,178,371,73,0
6,95,570,15.83,0.27,0.78,1.97,156,447,79,0
10,319,3190,31.9,0.24,0.67,1.67,764,2149,458,0
6,96,576,16,0.3,0.81,2.25,171,467,76,0
5,82,410,16.4,0.36,0.8,2.11,148,329,70,0
6,96,576,16,0.35,0.76,2.43,202,435,83,0
16,24,384,1.5,0.41,0.87,4.51,158,335,35,0
9,285,2565,31.67,0.34,0.77,2.42,866,1961,358,0
6,96,576,16,0.27,0.94,1.51,154,541,102,0
6,96,576,16,0.3,0.8,2.2,174,458,79,0
9,305,2745,33.89,0.19,0.73,1.4,525,2003,375,0
6,96,576,16,0.26,0.86,1.53,150,493,98,0
5,94,470,18.8,0.31,0.75,1.91,147,353,77,0
7,19,133,2.71,0.29,0.63,1.65,38,84,23,0
6,95,570,15.83,0.26,0.77,1.78,146,438,82,0
9,331,2979,36.78,0.22,0.69,1.57,661,2056,421,0
6,95,570,15.83,0.23,0.93,1.45,129,532,89,0
6,96,576,16,0.23,0.67,2.01,135,385,67,0
10,282,2820,28.2,0.19,0.7,1.43,540,1977,378,0
6,97,582,16.17,0.24,0.7,1.71,137,409,80,0
9,183,1647,20.33,0.22,0.6,1.42,359,989,252,0
6,97,582,16.17,0.28,0.79,1.84,164,462,89,0
6,97,582,16.17,0.27,0.72,1.82,155,419,85,0
6,93,558,15.5,0.28,0.96,1.52,154,537,101,0
6,94,564,15.67,0.29,0.71,2.45,162,402,66,0
7,97,679,13.86,0.21,0.79,1.51,143,537,95,0
16,24,384,1.5,0.44,0.95,5.28,169,364,32,0
12,91,1092,7.58,0.28,0.59,2.46,307,644,125,0
5,97,485,19.4,0.33,0.83,1.98,162,403,82,0
6,97,582,16.17,0.3,0.7,1.85,174,408,94,0
13,242,3146,18.62,0.23,0.61,2.33,726,1932,312,0
4,96,384,24,0.42,0.75,2.19,160,289,73,0
6,96,576,16,0.2,0.67,1.61,114,385,71,0
7,140,980,20,0.25,0.89,1.49,248,868,167,0
6,96,576,16,0.26,0.84,1.51,151,485,100,0
10,303,3030,30.3,0.18,0.67,1.32,543,2028,410,0
5,96,480,19.2,0.32,0.84,1.78,155,402,87,0
6,96,576,16,0.22,0.8,1.45,125,459,86,0
10,284,2840,28.4,0.2,0.71,1.43,575,2013,402,0
4,69,276,17.25,0.38,0.96,1.82,104,265,57,0
9,80,720,8.89,0.23,0.69,1.54,166,500,108,0
5,96,480,19.2,0.33,0.72,2.14,158,344,74,0
6,96,576,16,0.27,0.9,1.58,158,519,100,0
6,96,576,16,0.32,0.58,3,183,331,61,0
5,99,495,19.8,0.3,0.74,1.92,150,366,78,0
6,96,576,16,0.29,0.72,2.09,169,417,81,0
4,96,384,24,0.48,0.88,2.56,184,337,72,0
6,94,564,15.67,0.33,0.86,2.02,184,486,91,0
16,92,1472,5.75,0.25,0.52,3.61,361,769,100,0
6,39,234,6.5,0.34,0.94,2.05,80,219,39,0
5,39,195,7.8,0.4,0.83,3.67,77,161,21,0
5,39,195,7.8,0.44,0.66,3.54,85,128,24,0
11,32,352,2.91,0.26,0.5,3.1,93,176,30,0
9,18,162,2,0.4,0.76,2.78,64,123,23,0
9,9,81,1,0.32,0.4,13,26,32,2,0
11,57,627,5.18,0.34,0.68,2.95,215,425,73,0
7,31,217,4.43,0.38,0.81,1.84,83,176,45,0
9,38,342,4.22,0.38,0.73,2.74,129,250,47,0
9,151,1359,16.78,0.19,0.57,1.39,251,769,181,0
10,88,880,8.8,0.25,0.49,2.16,218,431,101,0
9,160,1440,17.78,0.22,0.8,1.58,310,1152,196,0
7,92,644,13.14,0.29,0.91,1.54,188,584,122,0
9,127,1143,14.11,0.21,0.68,1.58,243,776,154,0
8,75,600,9.38,0.23,0.66,1.37,137,397,100,0
7,119,833,17,0.29,0.87,1.5,237,726,158,0
7,4,28,0.57,0.43,0.71,2.4,12,20,5,0
1,41,41,41,0.39,1,1.07,16,41,15,0
1,40,40,40,0.4,1,1.07,16,40,15,0
1,42,42,42,0.41,1,1.06,17,42,16,0
9,59,531,6.56,0.24,0.8,1.56,126,426,81,0
6,17,102,2.83,0.25,0.8,1.39,25,82,18,0
8,120,960,15,0.25,0.75,1.66,240,718,145,0
7,59,413,8.43,0.46,1,2.33,191,413,82,0
7,125,875,17.86,0.29,0.74,1.59,254,643,160,0
9,111,999,12.33,0.21,0.57,1.57,209,570,133,0
7,164,1148,23.43,0.28,0.84,1.6,323,962,202,0
7,8,56,1.14,0.39,0.75,2,22,42,11,0
1,40,40,40,0.4,1,1.07,16,40,15,0
1,35,35,35,0.43,1,1.07,15,35,14,0
7,31,217,4.43,0.34,0.83,1.52,73,181,48,0
9,211,1899,23.44,0.22,0.71,1.48,416,1343,282,0
9,93,837,10.33,0.23,0.73,1.57,192,614,122,0
8,129,1032,16.13,0.23,0.82,1.46,239,849,164,0
6,7,42,1.17,0.33,0.95,1.4,14,40,10,0
7,12,84,1.71,0.23,0.61,2.38,19,51,8,0
9,88,792,9.78,0.26,0.73,1.59,208,575,131,0
1,33,33,33,0.36,1,1.09,12,33,11,0
8,48,384,6,0.4,0.92,2.03,152,355,75,0
7,38,266,5.43,0.41,0.91,1.82,109,242,60,0
7,36,252,5.14,0.46,0.98,2.05,115,247,56,0
7,76,532,10.86,0.3,0.86,1.38,160,457,116,0
5,2,10,0.4,0.8,0.8,8,8,8,1,0
7,56,392,8,0.14,0.4,1.56,56,157,36,0
7,105,735,15,0.26,0.71,1.69,188,518,111,0
7,53,371,7.57,0.09,0.25,1.5,33,91,22,0
1,95,95,95,0.38,1,1.03,36,95,35,0
9,75,675,8.33,0.19,0.7,1.46,131,471,90,0
8,20,160,2.5,0.26,0.61,2,42,98,21,0
7,31,217,4.43,0.42,0.78,2.31,90,170,39,0
9,98,882,10.89,0.29,0.65,2.06,251,569,122,0
9,102,918,11.33,0.17,0.56,1.58,152,514,96,0
6,21,126,3.5,0.24,0.74,1.58,30,93,19,0
7,12,84,1.71,0.25,0.52,1.75,21,44,12,0
8,69,552,8.63,0.26,0.88,1.47,144,485,98,0
8,77,616,9.63,0.23,0.73,1.47,143,450,97,0
8,22,176,2.75,0.44,0.79,2.41,77,139,32,0
7,62,434,8.86,0.27,0.96,1.46,118,418,81,0
6,10,60,1.67,0.18,0.65,1.83,11,39,6,0
6,7,42,1.17,0.33,0.74,2.33,14,31,6,0
5,20,100,4,0.17,0.48,1.55,17,48,11,0
1,91,91,91,0.35,1,1.03,32,91,31,0
1,29,29,29,0.31,1,1.13,9,29,8,0
7,17,119,2.43,0.16,0.74,1.73,19,88,11,0
6,9,54,1.5,0.3,0.8,2,16,43,8,0
5,56,280,11.2,0.12,0.47,1.31,34,132,26,0
4,44,176,11,0.27,0.78,1.42,47,137,33,0
2,47,94,23.5,0.17,0.51,1.14,16,48,14,0
1,22,22,22,0.32,1,1.17,7,22,6,0
6,31,186,5.17,0.2,0.57,1.85,37,105,20,0
3,8,24,2.67,0.33,0.88,1.33,8,21,6,0
1,47,47,47,0.34,1,1.14,16,47,14,0
9,44,396,4.89,0.41,0.8,2.47,163,315,66,0
