Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_category_basedmarkersize60_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],60,0.1433210638998489,0.3804929256439209,0.0702162393970818,0.4238321781158447,0.761313083577174,0.706810474395752,0.1879221073312437,0.3872973918914795,0.306,0.1290616989135742,16252,0.1347570419311523,0.003,0.1219685077667236,0.0296471567107982,0.0983061790466308,2.212173416236278,0.0075139999389648,-,15.0,416,9,"[{'category': 'group_0', 'number': 2}, {'category': 'group_1', 'number': 4}, {'category': 'group_2', 'number': 2}, {'category': 'group_4', 'number': 1}]"
figure_category_basedmarkersize110_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],110,0.1116626168098295,0.4465205669403076,0.0551722430057224,0.4323399066925049,0.8504121179099524,0.7495837211608887,0.14930908709789,0.4248535633087158,0.248,0.1421816349029541,22778,0.1466708183288574,0.003,0.1155688762664794,0.0296471567107982,0.0993359088897705,2.212173416236278,0.0069823265075683,-,15.0,516,12,"[{'category': 'group_0', 'number': 3}, {'category': 'group_1', 'number': 5}, {'category': 'group_2', 'number': 3}, {'category': 'group_4', 'number': 1}]"
figure_category_basedmarkersize160_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],160,0.0985441171093205,0.4731559753417969,0.0504212697116643,0.4809942245483398,0.9113311733502524,0.8224825859069824,0.1327307251364415,0.4626476764678955,0.223,0.1541507244110107,27269,7.022724390029907,0.003,0.1144075393676757,0.0296471567107982,0.0995435714721679,2.212173416236278,0.0068368911743164,-,15.0,563,12,"[{'category': 'group_0', 'number': 3}, {'category': 'group_1', 'number': 5}, {'category': 'group_2', 'number': 3}, {'category': 'group_4', 'number': 1}]"
figure_ascendingmarkersize10_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],10,0.6374010095129408,0.355269193649292,0.6659754578296342,0.354419469833374,0.5490219651859194,0.7010209560394287,0.6176277912747452,0.3358962535858154,0.769,0.1343300342559814,3846,0.1235675811767578,0.003,0.1140162944793701,0.0296471567107982,0.1016902923583984,2.2121734162362783,0.0078494548797607,-,15.0,52,1,"[{'category': 'group_4', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],60,0.4296528087381758,0.389470100402832,0.5050690033186364,0.3894507884979248,0.2605771860819127,0.7103979587554932,0.3538509318567724,6.716808795928955,0.306,0.133472204208374,16252,0.1386251449584961,0.003,0.120182991027832,0.0296471567107982,0.1000010967254638,2.2121734162362783,0.0079512596130371,-,15.0,178,3,"[{'category': 'group_1', 'number': 2}, {'category': 'group_4', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],110,0.3815099350632653,0.4620394706726074,0.4799775921421509,0.4392967224121094,0.176653743895629,0.7493805885314941,0.3012268308268416,0.4327082633972168,0.248,0.146212100982666,22778,0.1429700851440429,0.003,0.1110532283782959,0.0296471567107982,0.0984926223754882,2.2121734162362783,0.0081145763397216,-,15.0,301,3,"[{'category': 'group_1', 'number': 2}, {'category': 'group_4', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],160,0.3564082809186952,0.5155074596405029,0.4642985935557889,7.6423540115356445,0.1357731689679829,0.8141157627105713,0.2745189397731506,0.4792180061340332,0.223,0.1560847759246826,27269,0.1592803001403808,0.003,0.1116473674774169,0.0296471567107982,0.1017820835113525,2.2121734162362783,0.0077345371246337,-,15.0,398,3,"[{'category': 'group_1', 'number': 2}, {'category': 'group_4', 'number': 1}]"
figure_descendingmarkersize10_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],10,0.2761668832048871,0.3558957576751709,0.1670060973265534,0.3442392349243164,0.9255329738435764,0.6643326282501221,0.3890259121710043,0.3644161224365234,0.769,0.1314446926116943,3846,0.1194682121276855,0.003,0.1149134635925293,0.0296471567107982,0.0992672443389892,2.2121734162362783,0.0071966648101806,-,15.0,47,4,"[{'category': 'group_2', 'number': 2}, {'category': 'group_1', 'number': 1}, {'category': 'group_3', 'number': 1}]"
figure_descendingmarkersize60_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],60,0.0962820221793712,0.3976209163665771,0.0493062408220754,0.3923859596252441,2.755898252934051,0.6967661380767822,0.1829194126421178,0.3792314529418945,0.306,0.1360054016113281,16252,0.1346368789672851,0.003,0.1267502307891845,0.0296471567107982,0.1118113994598388,2.2121734162362783,0.0076572895050048,-,15.0,77,11,"[{'category': 'group_0', 'number': 2}, {'category': 'group_2', 'number': 3}, {'category': 'group_1', 'number': 2}, {'category': 'group_4', 'number': 1}, {'category': 'group_3', 'number': 3}]"
figure_descendingmarkersize110_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],110,0.0664830297944918,0.4465434551239013,0.0340445086333607,0.4650266170501709,-2.958386271986648,0.7586207389831543,0.1403888508440731,0.4222712516784668,0.248,0.1577785015106201,22778,0.1518025398254394,0.003,7.287869930267334,0.0296471567107982,0.0990469455718994,2.2121734162362783,0.0076487064361572,-,15.0,100,13,"[{'category': 'group_0', 'number': 3}, {'category': 'group_2', 'number': 3}, {'category': 'group_1', 'number': 3}, {'category': 'group_4', 'number': 1}, {'category': 'group_3', 'number': 3}]"
figure_descendingmarkersize160_clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber5_datanumber200_testnumbercategorymedium_repeatnumber2,1000,5,['lip_cluster' 'linear' 'cluster'],160,0.0539604383379427,0.4702796936035156,0.0281063957372454,0.4973585605621338,-1.1866923380110124,0.8269639015197754,0.1204553807974201,0.4691338539123535,0.223,0.15602707862854,27269,0.1642591953277588,0.003,0.1289772987365722,0.0296471567107982,0.1008670330047607,2.2121734162362783,0.0076048374176025,-,15.0,111,12,"[{'category': 'group_0', 'number': 3}, {'category': 'group_4', 'number': 2}, {'category': 'group_2', 'number': 3}, {'category': 'group_1', 'number': 3}, {'category': 'group_3', 'number': 1}]"
figure_category_basedmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],10,0.6914178113813455,0.3582432270050049,0.676604132353573,0.3467335700988769,0.7019566075720938,0.6752381324768066,0.7460956089661848,0.3435642719268799,0.955,6.695492267608643,2635,0.1259026527404785,0.0,0.1176092624664306,0.0306141953124179,0.110727310180664,3.721492600047205,0.008155345916748,-,15.0,21,1,"[{'category': 'group_0', 'number': 1}]"
figure_category_basedmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],60,0.3945431942522107,0.3916895389556885,0.3711849624114771,0.4088270664215088,0.4385077375351642,0.7494919300079346,0.4744298223602434,0.3880460262298584,0.499,0.1625509262084961,22664,0.1374657154083252,0.0,0.1205482482910156,0.0306141953124179,0.1143102645874023,3.721492600047205,0.0091307163238525,-,15.0,230,9,"[{'category': 'group_4', 'number': 1}, {'category': 'group_0', 'number': 7}, {'category': 'group_3', 'number': 1}]"
figure_category_basedmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],110,0.3374472423834902,0.4557290077209472,0.3145520069876192,0.4485073089599609,0.4104899046137461,0.7854089736938477,0.4144543011919169,6.941706895828247,0.347,0.1619644165039062,34597,0.1431648731231689,0.0,0.1139793395996093,0.0306141953124179,0.1093711853027343,3.721492600047205,0.0068705081939697,-,15.0,365,15,"[{'category': 'group_4', 'number': 1}, {'category': 'group_0', 'number': 13}, {'category': 'group_3', 'number': 1}]"
figure_category_basedmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],160,0.3096825224935166,0.4861364364624023,0.2874412471344909,0.4944729804992676,0.3990486934648836,0.8270080089569092,0.3861284372502168,0.4748873710632324,0.284,0.1697373390197754,42653,0.1591343879699707,0.0,0.1116650104522705,0.0306141953124179,0.110846996307373,3.721492600047205,0.0077230930328369,-,15.0,438,18,"[{'category': 'group_4', 'number': 1}, {'category': 'group_0', 'number': 16}, {'category': 'group_3', 'number': 1}]"
figure_ascendingmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],10,0.7718506231838085,7.236459970474243,0.7241372504557587,0.3521623611450195,0.7017137519778027,0.6917288303375244,0.7545569268242801,0.3348913192749023,0.955,0.1515498161315918,2635,0.1345517635345459,0.0,0.122016429901123,0.0306141953124179,0.1114320755004882,3.721492600047205,0.0078694820404052,-,15.0,11,0,[]
figure_ascendingmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],60,0.5473707618048256,0.3929982185363769,0.4748151795161865,0.4043781757354736,0.3793623817898087,0.727156400680542,0.5285166783738371,0.4253797531127929,0.499,0.1656229496002197,22664,0.1401212215423584,0.0,0.1174519062042236,0.0306141953124179,0.1131513118743896,3.721492600047205,0.0070927143096923,-,15.0,89,0,[]
figure_ascendingmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],110,0.511173589578012,0.4681606292724609,0.4364861761255829,0.4462811946868896,0.3021154780841737,0.7640719413757324,0.48802052994133,0.4605550765991211,0.347,0.1659097671508789,34597,0.1463782787322998,0.0,0.1148576736450195,0.0306141953124179,0.1079363822937011,3.721492600047205,0.0077002048492431,-,15.0,176,0,[]
figure_ascendingmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],160,0.488695005005351,0.4890313148498535,0.4176946348002542,0.5442404747009277,0.2579021186876563,0.8050415515899658,0.4667685901675027,0.5057203769683838,0.284,0.1754090785980224,42653,0.1652402877807617,0.0,6.9491496086120605,0.0306141953124179,0.1121222972869873,3.721492600047205,0.0064547061920166,-,15.0,245,1,"[{'category': 'group_2', 'number': 1}]"
figure_descendingmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],10,0.6344547229362748,0.3639304637908935,0.6257499856653195,0.3519716262817383,0.7420065722359568,0.6771047115325928,0.6907353281937993,0.3642072677612304,0.955,0.1530268192291259,2635,0.13100266456604,0.0,0.1250360012054443,0.0306141953124179,0.1138701438903808,3.721492600047205,0.0081863403320312,-,15.0,12,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],60,0.3504434783635491,0.4249169826507568,0.3489771017751766,0.3923697471618652,0.4939704865762423,0.7202472686767578,0.4327982880178374,0.4046139717102051,0.499,6.7875075340271,22664,0.1705164909362793,0.0,0.1146004199981689,0.0306141953124179,0.1119284629821777,3.721492600047205,0.0070455074310302,-,15.0,29,3,"[{'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],110,0.2943819787239791,0.4466886520385742,0.2941916189804422,0.4690654277801513,0.4827858442722542,0.7585484981536865,0.3770772123594704,0.4348907470703125,0.347,0.1618249416351318,34597,0.1440544128417968,0.0,0.1227905750274658,0.0306141953124179,0.1320743560791015,3.721492600047205,0.0112764835357666,-,15.0,41,2,"[{'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 1}]"
figure_descendingmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber0,1000,5,['cluster' 'linear'],160,0.264942633981642,0.4964098930358886,0.2662991328673316,0.4911413192749023,0.4926118615979581,0.8044610023498535,0.3487718168689785,7.354623079299927,0.284,0.1756346225738525,42653,0.1884534358978271,0.0,0.1165077686309814,0.0306141953124179,0.1180429458618164,3.721492600047205,0.0077667236328125,-,15.0,52,4,"[{'category': 'group_1', 'number': 1}, {'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_category_basedmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],10,0.3977827944991379,0.3813469409942627,0.3572002818666344,0.3735039234161377,0.500714072800158,0.6894357204437256,0.5075292069652522,0.3488454818725586,0.838,0.1343986988067627,3164,0.1171023845672607,0.006,0.1155469417572021,0.0306216870981247,0.1335475444793701,2.815773742374556,0.006998062133789,-,15.0,71,8,"[{'category': 'group_0', 'number': 8}]"
figure_category_basedmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],60,0.2138260325674028,0.4143259525299072,0.1854424612158784,0.4183259010314941,0.2650613681949496,7.256944894790649,0.3067296710634422,0.3854055404663086,0.483,0.1467585563659668,20342,0.1287548542022705,0.006,0.1056728363037109,0.0306216870981247,0.1202695369720459,2.815773742374556,0.007659912109375,-,15.0,264,32,"[{'category': 'group_3', 'number': 1}, {'category': 'group_0', 'number': 31}]"
figure_category_basedmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],110,0.1740743951570857,0.4336798191070556,0.1502622434729206,0.4474532604217529,0.2312657871068182,0.7744710445404053,0.2572416106697706,0.4351058006286621,0.374,0.1520814895629882,30581,0.1425557136535644,0.006,0.1114017963409423,0.0306216870981247,0.1196584701538086,2.815773742374556,0.0068368911743164,-,15.0,368,57,"[{'category': 'group_3', 'number': 1}, {'category': 'group_0', 'number': 56}]"
figure_category_basedmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],160,0.1538650640843128,7.715690612792969,0.1332125594403281,0.463686466217041,0.2163999025335635,0.7983436584472656,0.2324738984689631,0.4597835540771484,0.334,0.1583955287933349,37163,0.1515321731567382,0.006,0.1092276573181152,0.0306216870981247,0.1207003593444824,2.815773742374556,0.0067451000213623,-,15.0,425,60,"[{'category': 'group_3', 'number': 1}, {'category': 'group_0', 'number': 59}]"
figure_ascendingmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],10,0.5696979372315718,0.3415079116821289,0.5250522833981233,0.3470182418823242,0.4023077784879131,0.6972675323486328,0.6323980832578657,0.3415279388427734,0.838,0.1426496505737304,3164,0.1247591972351074,0.006,6.905635118484497,0.0306216870981247,0.1227877140045166,2.815773742374556,0.0077507495880126,-,15.0,46,8,"[{'category': 'group_4', 'number': 2}, {'category': 'group_0', 'number': 6}]"
figure_ascendingmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],60,0.3713451679828329,0.4078805446624756,0.3238523537296932,0.39644455909729,0.1743416982331835,0.7461323738098145,0.4061126430560891,0.3765778541564941,0.483,0.1429564952850341,20342,0.132312536239624,0.006,0.1123771667480468,0.0306216870981247,0.1201314926147461,2.815773742374556,0.0070931911468505,-,15.0,128,19,"[{'category': 'group_4', 'number': 19}]"
figure_ascendingmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],110,0.3367664051415417,0.4424912929534912,0.2950980313096727,0.4492247104644775,0.1287750471925287,0.7828102111816406,0.3577922137852883,0.4421451091766357,0.374,0.1510093212127685,30581,0.1428205966949463,0.006,6.807283878326416,0.0306216870981247,0.124711275100708,2.815773742374556,0.0070059299468994,-,15.0,229,22,"[{'category': 'group_0', 'number': 2}, {'category': 'group_4', 'number': 20}]"
figure_ascendingmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],160,0.3182154092994811,0.4930858612060547,0.2816184038198447,0.4870312213897705,0.1047947152368443,0.8022136688232422,0.3337022824122243,0.4724636077880859,0.334,0.1637914180755615,37163,0.1552734375,0.006,0.1107099056243896,0.0306216870981247,0.1206943988800048,2.815773742374556,0.0076165199279785,-,15.0,302,22,"[{'category': 'group_0', 'number': 2}, {'category': 'group_4', 'number': 20}]"
figure_descendingmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],10,0.3622458896982601,0.342327356338501,0.3011907040800199,0.3528094291687011,0.5516628418050208,0.664165735244751,0.4405910354233364,0.3652818202972412,0.838,7.227461814880371,3164,0.1199228763580322,0.006,0.115727424621582,0.0306216870981247,0.1229312419891357,2.815773742374556,0.0072600841522216,-,15.0,41,8,"[{'category': 'group_4', 'number': 6}, {'category': 'group_0', 'number': 2}]"
figure_descendingmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],60,0.1657944321253787,0.4141936302185058,0.1229898252311537,0.4012942314147949,0.3790936808295037,0.707005500793457,0.2220073894429505,0.3960931301116943,0.483,0.1504268646240234,20342,0.1352529525756836,0.006,0.1166462898254394,0.0306216870981247,0.12172532081604,2.815773742374556,0.0069079399108886,-,15.0,90,25,"[{'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 9}, {'category': 'group_2', 'number': 2}, {'category': 'group_0', 'number': 13}]"
figure_descendingmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],110,0.1270712225006371,0.4636006355285644,0.0917991455109654,0.4377858638763428,0.4045524568071444,0.7611775398254395,0.1776627906165823,7.099980115890503,0.374,0.1778404712677002,30581,0.1379048824310302,0.006,0.1072344779968261,0.0306216870981247,0.1211512088775634,2.815773742374556,0.0077762603759765,-,15.0,98,27,"[{'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 7}, {'category': 'group_2', 'number': 2}, {'category': 'group_0', 'number': 17}]"
figure_descendingmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber1,1000,5,['cluster' 'linear' 'three_order'],160,0.1076851965626038,0.5020937919616699,0.0772150816423431,0.4991662502288818,0.4515119103145872,0.8225913047790527,0.1556996610476524,0.5002739429473877,0.334,0.1655561923980713,37163,0.156754732131958,0.006,0.1083691120147705,0.0306216870981247,0.1204164028167724,2.815773742374556,0.0077862739562988,-,15.0,103,20,"[{'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 7}, {'category': 'group_2', 'number': 2}, {'category': 'group_0', 'number': 10}]"
figure_category_basedmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],10,0.4422419874398456,0.3858692646026611,0.4318360196011723,7.211644411087036,0.7931848880865975,0.6664586067199707,0.387702044956891,0.3375322818756103,0.763,0.1421406269073486,3982,0.1249697208404541,0.003,0.1142888069152832,0.0294865003562458,0.0910549163818359,2.3393721695800926,0.0095350742340087,-,15.0,92,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],60,0.265203764851177,0.4044480323791504,0.2558223474836122,0.4250915050506592,0.6466097660534418,0.7210004329681396,0.2253504354636734,0.3736827373504638,0.421,0.1361300945281982,16723,0.1363601684570312,0.003,0.1140837669372558,0.0294865003562458,0.0905144214630127,2.3393721695800926,0.0081536769866943,-,15.0,327,5,"[{'category': 'group_4', 'number': 1}, {'category': 'group_1', 'number': 4}]"
figure_category_basedmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],110,0.2204195538539539,0.4354660511016845,0.2148801821707271,7.201526403427124,0.603632194343893,0.7492690086364746,0.1856400388409301,0.4207525253295898,0.351,0.153055191040039,25626,0.1474466323852539,0.003,0.1220877170562744,0.0294865003562458,0.0977611541748046,2.3393721695800926,0.0080347061157226,-,15.0,386,5,"[{'category': 'group_4', 'number': 1}, {'category': 'group_1', 'number': 4}]"
figure_category_basedmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],160,0.2004137578223512,0.4951732158660888,0.1968676488471749,0.4854686260223388,0.569257621711754,0.7970242500305176,0.1668468911704667,0.4640076160430908,0.316,0.1607460975646972,31961,0.1510283946990966,0.003,0.1119437217712402,0.0294865003562458,0.0896632671356201,2.3393721695800926,0.0080182552337646,-,15.0,428,5,"[{'category': 'group_4', 'number': 1}, {'category': 'group_1', 'number': 4}]"
figure_ascendingmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],10,0.6402939466890214,0.3418641090393066,0.6539909689614554,0.3545029163360595,0.6163351713447417,0.7043602466583252,0.6691638506446034,0.3368268013000488,0.763,0.1304571628570556,3982,0.1386051177978515,0.003,0.1214954853057861,0.0294865003562458,0.0926289558410644,2.3393721695800926,0.0079538822174072,-,15.0,55,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],60,0.4851077603696057,0.401472806930542,0.495732833507072,0.3959898948669433,0.3860092066245536,0.7153093814849854,0.5163027033730814,0.3841996192932129,0.421,0.1441187858581543,16723,0.1348216533660888,0.003,7.129913330078125,0.0294865003562458,0.095226764678955,2.3393721695800926,0.0060789585113525,-,15.0,137,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],110,0.4418818851666046,0.4453654289245605,0.4548556692524423,0.4396181106567383,0.2974315915000418,0.7632322311401367,0.4768850988776137,0.425351619720459,0.351,0.14788818359375,25626,0.1437799930572509,0.003,0.1118192672729492,0.0294865003562458,0.0901148319244384,2.3393721695800926,0.007383108139038,-,15.0,230,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],160,0.417472146747724,0.4816341400146484,0.435742327197022,0.4873158931732178,0.2496357386924161,0.7944962978363037,0.4541461300460856,0.4679512977600097,0.316,0.1558339595794677,31961,7.126326322555542,0.003,0.1108887195587158,0.0294865003562458,0.089334487915039,2.3393721695800926,0.0075855255126953,-,15.0,304,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize10_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],10,0.3794751659030316,0.3464369773864746,0.3323246411355313,0.3552634716033935,0.9248898558975528,0.6665029525756836,0.3638408110848835,0.3438985347747803,0.763,0.1329584121704101,3982,0.1262545585632324,0.003,0.1180479526519775,0.0294865003562458,0.0894689559936523,2.339372169580093,0.0085663795471191,-,15.0,48,3,"[{'category': 'group_1', 'number': 2}, {'category': 'group_2', 'number': 1}]"
figure_descendingmarkersize60_clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber5_datanumber200_testnumbercategorysmall_repeatnumber2,1000,5,['lip_cluster' 'cluster' 'three_order'],60,0.1527017739050472,0.4070949554443359,0.1074109316859407,0.3929767608642578,1.7338147918236837,0.714813232421875,0.166162112016858,0.3792216777801513,0.421,6.906422853469849,16723,0.1335046291351318,0.003,0.1171846389770507,0.0294865003562458,0.0904252529144287,2.339372169580093,0.0072033405303955,-,15.0,56,6,"[{'category': 'group_1', 'number': 4}, {'category': 'group_4', 'number': 1}, {'category': 'group_2', 'number': 1}]"
